wine,price,country,rating
Brunello di Montalcino Riserva,243.75,Italie,4.4
Clos Sainte Hune Riesling Alsace,700.0,France,4.5
Tokaji Aszú 3 Puttonyos,44.69,Hongrie,4.3
Barolo Bussia Vigna Munie,260.0,Italie,4.4
Côte-Rôtie La Landonne,375.0,France,4.6
Aegusa,157.8,Italie,4.6
Toscana,225.0,Italie,4.5
A50 Amarone della Valpolicella,99.0,Italie,4.6
Barolo Riserva Bricco Boschis Vigna San Giuseppe,661.25,Italie,4.3
Brunello di Montalcino,265.0,Italie,4.3
Lagrein Riserva Porphyr,142.5,Italie,4.4
Gaudium,65.0,Espagne,4.3
Moncerbal Bierzo (Corullón),109.95,Espagne,4.3
Chapelle d'Ausone Saint-Émilion Grand Cru,224.53,France,4.4
Pessac-Léognan Blanc (Grand Cru Classé de Graves),533.75,France,4.3
Toscana Rosso,431.25,Italie,4.5
Vigna Grande Cerzito Taurasi Riserva,159.95,Italie,4.5
Pian delle Vigne Vignaferrovia Brunello di Montalcino Riserva,217.5,Italie,4.5
Predappio Massera,136.7,Italie,4.4
Brunello di Montalcino  Montosoli,92.5,Italie,4.4
Aquilon Garnacha,142.95,Espagne,4.6
Brunello di Montalcino Riserva,69.99,Italie,4.4
Ribera del Duero Prestigio,67.95,Espagne,4.4
Tenuta Guado al Tasso Matarocchio,961.25,Italie,4.6
Bruno Lunelli Riserva,1238.75,Italie,4.5
Altagracia Cabernet Sauvignon,162.15,États-Unis,4.4
Brunello di Montalcino Riserva,113.98,Italie,4.5
B Bordicon Blend,53.44,Afrique du Sud,4.3
Don PX Selección,196.02,Espagne,4.5
Campo del Drago Brunello di Montalcino,119.95,Italie,4.4
Montrachet Grand Cru Marquis de Laguiche,1691.25,France,4.6
Brunello di Montalcino Riserva,224.0,Italie,4.4
Clos Vougeot Grand Cru,231.95,France,4.4
Vigneto Bellavista Chianti Classico,189.95,Italie,4.4
Fieramonte Amarone della Valpolicella Riserva,460.0,Italie,4.7
Cuvée des Cadettes Châteauneuf-du-Pape,109.95,France,4.4
Brunello di Montalcino Riserva,196.25,Italie,4.4
Lodovico,940.0,Italie,4.6
Amarone della Valpolicella,101.2,Italie,4.4
Pomerol,138.67,France,4.3
Cuvée Risleus Brut Champagne Premier Cru,106.5,France,4.4
Luce Brunello di Montalcino,212.5,Italie,4.5
Corton-Charlemagne Grand Cru,119.04,France,4.4
Pedrouzos Godello,168.95,Espagne,4.5
Avizoise Blanc de Blancs Extra Brut Champagne Grand Cru 'Avize',234.0,France,4.4
Brunello di Montalcino Riserva,160.0,Italie,4.4
Red,59.75,Chili,4.1
Pietradonice,102.12,Italie,4.3
Brunello di Montalcino,82.5,Italie,4.3
Pajè Barbaresco,331.25,Italie,4.3
Amaya Arzuaga (Colección),75.0,Espagne,4.3
Sorì Tildìn (Barbaresco) Langhe,1025.0,Italie,4.6
Fieramonte Amarone della Valpolicella Riserva,434.95,Italie,4.7
Toscana Bianco,703.75,Italie,4.5
Vin de Pays de l'Hérault Blanc,961.25,France,4.6
Pajè Barbaresco,555.0,Italie,4.3
Campo Inferi Amarone della Valpolicella Classico Riserva,104.9,Italie,4.6
The Mackenzie,52.5,Afrique du Sud,4.4
Costa Russi (Barbaresco) Langhe,1025.0,Italie,4.6
Barolo Bricco Rocche,726.25,Italie,4.4
La Grande Rue Grand Cru Monopole,1260.0,France,4.4
Brunello di Montalcino,397.5,Italie,4.5
Barolo Bussia Cicala,212.5,Italie,4.4
Il 'Divasco' Riserva,131.25,Italie,4.4
Clos des Lambrays Grand Cru,683.75,France,4.4
Cresasso Corvina Veronese,38.95,Italie,4.2
Grands-Échezeaux Grand Cru,1217.5,France,4.4
Kevin Arnold Shiraz,26.9,Afrique du Sud,4.2
Brunello di Montalcino Riserva,697.5,Italie,4.6
Clos de Vougeot Grand Cru,459.8,France,4.3
Lupi e Sirene Riserva,121.9,Italie,4.5
Lot 1,95.0,États-Unis,4.4
Per Sempre Syrah Toscana,337.5,Italie,4.5
Mazis-Chambertin Grand Cru,334.25,France,4.4
Historical XIXth Century Wine,340.0,France,4.4
Brunello di Montalcino Riserva,80.45,Italie,4.4
Nuits-Saint-Georges 1er Cru 'Clos des Corvées',1601.25,France,4.4
La Ricolma,832.5,Italie,4.2
Annonciade Champagne,231.3,France,4.3
Croce Del Gal Riserva Amarone della Valpolicella Classico,67.4,Italie,4.6
Gallina Barbaresco,353.75,Italie,4.4
Scharzhofberger Riesling Eiswein,2241.25,Allemagne,4.7
Chardonnay,77.0,Afrique du Sud,4.4
Cuvée Extase Blanc de Blancs Champagne Grand Cru,271.25,France,4.2
Cěrǎsum Riserva Amarone della Valpolicella,66.75,Italie,4.4
Vieux Marc de Bandol,138.75,France,4.5
Barolo Riserva Cannubi 1752,189.9,Italie,4.5
Corton-Charlemagne Grand Cru,811.25,France,4.4
Mazis-Chambertin Grand Cru Cuvée Madeleine Collignon,605.0,France,4.4
Vosne-Romanée Premier Cru Aux Reignots,5263.5,France,4.6
Chambertin Grand Cru,1025.0,France,4.4
Mazis-Chambertin Grand Cru,215.0,France,4.4
Adrianna Vineyard Mundus Bacillus Terrae Malbec,249.0,Argentine,4.6
Vin de Paille,56.2,France,4.5
Millecento Brunello di Montalcino Riserva,195.95,Italie,4.6
Gabbro Toscana,89.95,Italie,4.4
60 Sessantanni Old Vines Primitivo di Manduria,63.95,Italie,4.5
Pian delle Vigne Brunello di Montalcino,57.99,Italie,4.3
Opus One,535.0,États-Unis,4.6
Pauillac (Premier Grand Cru Classé),875.0,France,4.6
Sassicaia,448.8,Italie,4.6
Toscana,1095.0,Italie,4.7
Grands-Échézeaux Grande Cuvée Vieilles Vignes,555.0,France,4.4
Saint-Émilion Grand Cru (Premier Grand Cru Classé),950.0,France,4.6
Amarone della Valpolicella Classico,51.9,Italie,4.4
Amarone della Valpolicella Classico,88.75,Italie,4.5
Brunello di Montalcino,73.01,Italie,4.4
Tignanello,310.0,Italie,4.5
Bolgheri Superiore,225.0,Italie,4.6
Pomerol,259.88,France,4.4
Galatrona,99.95,Italie,4.3
Grange,1200.0,Australie,4.7
Toro,62.9,Espagne,4.4
Saint-Émilion Grand Cru (Premier Grand Cru Classé),905.55,France,4.6
Alexander Valley Cabernet Sauvignon,137.5,États-Unis,4.4
Sperss Barolo,470.0,Italie,4.6
Aconcagua Valley,124.59,Chili,4.5
Red,361.86,Chili,4.6
Sauternes,832.5,France,4.7
Clos de la Roche Grand Cru Cuvée Vieilles Vignes,961.25,France,4.4
Lodovico,535.0,Italie,4.6
Saint-Émilion Grand Cru (Premier Grand Cru Classé),389.0,France,4.6
L'Apparita,199.95,Italie,4.4
Tenuta Tignanello 'Solaia',592.5,Italie,4.6
Special Selection Cabernet Sauvignon,443.0,États-Unis,4.7
Grand Vin de Château Palmer (Grand Cru Classé),325.0,France,4.5
Pomerol,533.75,France,4.4
Pauillac (Premier Grand Cru Classé),695.0,France,4.6
Cos d'Estournel,209.95,France,4.4
Saint-Estèphe (Grand Cru Classé),179.95,France,4.3
Macán,163.8,Espagne,4.4
Campo León Amarone della Valpolicella,39.3,Italie,4.4
Fanòi Primitivo,43.5,Italie,4.4
Madonna delle Grazie Brunello di Montalcino,350.0,Italie,4.5
Clos Apalta,249.95,Chili,4.6
Pessac-Léognan (Premier Grand Cru Classé),765.0,France,4.6
Ares,198.8,Australie,4.4
Pieve Santa Restituta Brunello di Montalcino,118.8,Italie,4.4
Pauillac (Grand Cru Classé),169.95,France,4.4
Barón de Chirel Rioja Reserva,138.28,Espagne,4.4
5 Stelle Sfursat,265.0,Italie,4.5
Ribera del Duero Reserva,49.95,Espagne,4.3
Vin de Pays de l'Hérault,683.75,France,4.5
Saint-Julien (Grand Cru Classé),321.25,France,4.4
Isosceles,78.17,États-Unis,4.5
Pessac-Léognan (Grand Cru Classé de Graves),825.8,France,4.5
Bolgheri Superiore,152.5,Italie,4.3
VIK,135.95,Chili,4.6
Gallina Barbaresco,135.0,Italie,4.4
Chapelle d'Ausone Saint-Émilion Grand Cru,224.53,France,4.4
Campo del Titari Amarone della Valpolicella Classico Riserva,76.5,Italie,4.6
Falletto Barolo Le Rocche del Falletto Riserva,900.0,Italie,4.6
Barolo Monprivato,249.0,Italie,4.4
Margaux (Grand Cru Classé),66.19,France,4.2
Brunello di Montalcino,259.0,Italie,4.5
Domaine des Tourettes Hermitage Rouge,54.75,France,4.3
Tenuta Guado al Tasso Matarocchio,726.25,Italie,4.6
Beaune 1er Cru 'Clos des Mouches' Blanc,159.5,France,4.4
Montrachet Grand Cru Marquis de Laguiche,811.8,France,4.6
Amarone della Valpolicella Classico Riserva (Sergio Zenato),109.3,Italie,4.5
Gorgona,159.0,Italie,4.4
Côte-Rôtie La Turque,375.0,France,4.6
Barolo Monvigliero,1173.75,Italie,4.3
Flaccianello della Pieve,149.95,Italie,4.5
Il Pino di Biserno,90.0,Italie,4.3
Chassagne-Montrachet 1er Cru 'Morgeot',10543.75,France,4.4
Barbaresco Asili,273.75,Italie,4.4
Côte-Rôtie La Landonne,375.0,France,4.6
Barolo Enrico VI,166.25,Italie,4.4
Barolo Ginestra Casa Maté,98.5,Italie,4.4
El Carretil,255.0,Espagne,4.5
Gran Buig Priorat,360.7,Espagne,4.6
Aszú 6 puttonyos,84.8,Hongrie,4.5
5 Puttonyos Aszú (Blue Label),56.1,Hongrie,4.4
Rocche di Castiglione Barolo,168.75,Italie,4.3
Continuum Estate,299.0,États-Unis,4.6
Quarz Sauvignon,106.25,Italie,4.4
Falletto Barolo Le Rocche del Falletto,321.25,Italie,4.5
Félix Callejo (Viñedos de la Familia),180.5,Espagne,4.3
Roda I Reserva Rioja,59.95,Espagne,4.4
Amarone della Valpolicella,120.02,Italie,4.4
Viña El Pison,450.0,Espagne,4.6
Corton Grand Cru 'Clos Rognet',375.0,France,4.4
Barolo Cerretta,961.25,Italie,4.6
Siepi,78.0,Italie,4.4
Relentless,123.95,États-Unis,4.5
Châteauneuf-du-Pape Chaupin,68.0,France,4.2
Barrosu Cannonau di Sardegna Riserva Franzisca,105.9,Italie,4.4
Châteauneuf-Du-Pape Cuvée Des Générations Gaston-Philippe,100.15,France,4.4
Barolo Cascina Francia,470.0,Italie,4.5
Cerretta Barolo Riserva (Vigna Bricco),304.95,Italie,4.5
Arborina Barolo,130.35,Italie,4.4
Barolo Monvigliero,555.0,Italie,4.3
Lagrein Riserva Porphyr,155.0,Italie,4.4
Saint-Émilion Grand Cru,224.55,France,4.6
Aphrodite,186.3,Australie,4.4
Musigny Grand Cru (Cuveé Vieilles Vignes),1537.5,France,4.6
Capellanía Reserva,64.9,Espagne,4.1
Howell Mountain Cabernet Sauvignon,295.0,États-Unis,4.5
Côte-Rôtie La Mouline,375.0,France,4.6
Toscana I Sodi di San Niccolo,212.5,Italie,4.4
Ice Wine de Purcari,33.17,Moldavie,4.5
Barolo Sorì Ginestra,122.5,Italie,4.3
Chassagne-Montrachet Premier Cru Morgeot Marquis de Laguiche ,127.8,France,4.5
Falletto Barolo Le Rocche del Falletto Riserva,1110.0,Italie,4.6
Percarlo,160.0,Italie,4.3
Vénus Blanc de Blancs Brut Nature Champagne Grand Cru 'Avize',366.8,France,4.4
Pur Sang,139.0,France,4.3
Tenuta Nuova Brunello di Montalcino,121.0,Italie,4.5
Rapture Cabernet Sauvignon,106.0,États-Unis,4.3
Monte Bello,576.25,États-Unis,4.5
Bâtard-Montrachet Grand Cru,2050.0,France,4.6
Saperavi,46.77,Moldavie,4.4
Vosne-Romanée Premier Cru Aux Reignots,5263.5,France,4.6
Grands-Echezeaux Grand Cru,595.0,France,4.4
Bienvenues-Bâtard-Montrachet Grand Cru,295.0,France,4.5
Lupi Rezerva,36.55,Moldavie,4.5
The Laird,1173.75,Australie,4.7
Tokaji Aszú 5 Puttonyos,47.86,Hongrie,4.3
Brunello di Montalcino,144.95,Italie,4.5
Brunello di Montalcino,243.75,Italie,4.5
Series M,48.0,Afrique du Sud,4.4
Gold Series Syrah,105.05,États-Unis,4.4
Bassolino di Sopra Brunello di Montalcino,470.0,Italie,4.6
Bolgheri Superiore Sondraia,91.3,Italie,4.2
Piovesole Amarone della Valpolicella Classico,64.7,Italie,4.3
Brunello di Montalcino  Montosoli,72.85,Italie,4.4
La Landonne Côte-Rôtie,366.5,France,4.5
Barbaresco Asili,297.5,Italie,4.4
40 Years Old Port,145.0,Portugal,4.5
Roccolo Ludwig Barth von Barthenau,661.25,Italie,4.4
Bordeaux,51.15,France,4.3
Douro Quinta da Manoella VV Tinto,126.5,Portugal,4.3
Quarto Vecchio Amarone della Valpolicella Classico Riserva,67.0,Italie,4.5
Brunello di Montalcino Riserva,331.25,Italie,4.4
Valmezzane Amarone della Valpolicella,146.25,Italie,4.4
Adrianna Vineyard Mundus Bacillus Terrae Malbec,295.0,Argentine,4.6
MV,195.0,France,4.5
Pym-Rae Red Blend,405.0,États-Unis,4.5
Ermitage Ex-Voto,381.5,France,4.4
1694 Classification Red,105.0,Afrique du Sud,4.5
Barolo Le Vigne,107.5,Italie,4.3
Perpetual,54.49,Espagne,4.3
Valmezzane Amarone della Valpolicella,166.25,Italie,4.4
Amarone della Valpolicella Classico,92.5,Italie,4.4
Messorio,406.25,Italie,4.5
Bibbona,431.25,Italie,4.5
Tinto,95.0,Espagne,4.4
Amarone della Valpolicella,53.0,Italie,4.5
Adrianna Vineyard Mundus Bacillus Terrae Malbec,249.0,Argentine,4.6
Pomerol,259.88,France,4.4
Campo Inferi Amarone della Valpolicella Classico Riserva,70.5,Italie,4.6
Amarone della Valpolicella Classico,39.75,Italie,4.3
Clos de la Roche Grand Cru,618.75,France,4.4
Vignes Centenaires 'La Richemone',683.75,France,4.4
Pessac-Léognan Blanc (Grand Cru Classé de Graves),2000.0,France,4.5
Clos Saint-Denis Grand Cru,175.0,France,4.6
Hommage à Jacques Perrin Châteauneuf-du-Pape,575.0,France,4.5
Clos des Porrets Nuits-Saint-Georges 1er Cru,168.75,France,4.1
Domaine Grand Veneur Châteauneuf-Du-Pape Vieilles Vignes,119.0,France,4.3
Chardonnay,78.0,Afrique du Sud,4.4
Altura Máxima Malbec,132.98,Argentine,4.4
Champagne,337.5,France,4.5
Barbaresco Asili,178.75,Italie,4.4
Scharzhofberger Riesling Auslese,353.45,Allemagne,4.6
Cosimo Varvaglione Collezione Privata Negroamaro del Salento,39.8,Italie,4.3
Brunello di Montalcino Riserva,89.95,Italie,4.4
Corton-Charlemagne Grand Cru,1495.0,France,4.6
Brunello di Montalcino,135.0,Italie,4.3
Barolo Monvigliero,243.75,Italie,4.2
Bure Alto Amarone  della Valpolicella Classico Riserva,72.5,Italie,4.6
Pietradonice,89.95,Italie,4.3
Zeltinger Sonnenuhr Beerenauselese Riesling,190.0,Allemagne,4.5
Pegrandi Amarone della Valpolicella Classico,56.25,Italie,4.4
40 Years Old Tawny Port,150.95,Portugal,4.4
Romanée-Saint-Vivant Grand Cru Les Quatre Journaux,500.0,France,4.4
Rutherford Cabernet Sauvignon,147.5,États-Unis,4.3
Barolo Riserva Speciale Granbussia,1173.75,Italie,4.5
Don PX Convento Selección,429.76,Espagne,4.7
Barolo Cerretta,108.75,Italie,4.2
Charmes-Chambertin Grand Cru,290.5,France,4.5
Côte Rôtie La Brocarde,157.4,France,4.4
Octavius Amarone della Valpolicella Riserva,95.38,Italie,4.6
Chambertin Grand Cru,635.0,France,4.4
Puligny-Montrachet Premier Cru La Garenne,290.0,France,4.5
Corton-Bressandes Grand Cru,183.6,France,4.4
Falletto Barbaresco Rabaja,787.5,Italie,4.4
Clos Saint-Denis Grand Cru,195.0,France,4.6
L'Amarone del Maestro Fornaser,86.3,Italie,4.6
Puligny-Montrachet Premier Cru Les Combettes,491.25,France,4.4
Charmes-Chambertin Grand Cru,266.0,France,4.5
Montrachet Grand Cru,1815.0,France,4.6
Charmes-Chambertin Grand Cru,299.25,France,4.5
Collection Vintage 2000 Brut,182.5,France,4.6
Sancerre 'Clos la Néore',811.25,France,4.4
Secentenario,431.25,Italie,4.6
Regina del Bosco R.Quarantottomesi,118.8,Italie,4.5
Pandorga,44.3,Espagne,4.4
Mille E Una Notte,59.95,Italie,4.3
Bolgheri Superiore,225.0,Italie,4.6
Evenstad Reserve Pinot Noir,104.95,États-Unis,4.4
Georges De Latour Private Reserve Cabernet Sauvignon,119.0,États-Unis,4.4
Insignia,310.0,États-Unis,4.6
60 Sessantanni Old Vines Primitivo di Manduria,24.75,Italie,4.5
Opus One,527.6,États-Unis,4.6
Pauillac (Premier Grand Cru Classé),1900.0,France,4.6
Tenuta Tignanello 'Solaia',592.5,Italie,4.6
St. Henri Shiraz,134.95,Australie,4.4
Mendoza,93.7,Argentine,4.4
Saint-Émilion Grand Cru (Premier Grand Cru Classé),495.0,France,4.6
Saint-Émilion Grand Cru (Premier Grand Cru Classé),435.14,France,4.5
Corton-Charlemagne Grand Cru,199.0,France,4.4
Aconcagua Valley,124.68,Chili,4.5
Dona Ermelinda Grande Reserva,29.95,Portugal,4.4
Vin de Pays de l'Hérault Blanc,832.5,France,4.6
Pessac-Léognan (Premier Grand Cru Classé),795.0,France,4.6
Fusion V,36.1,Afrique du Sud,4.4
Paleo Rosso,114.95,Italie,4.4
Toscana,1095.0,Italie,4.7
Pessac-Léognan (Grand Cru Classé de Graves),121.95,France,4.4
Amarone della Valpolicella Classico,80.5,Italie,4.3
Turriga Isola dei Nuraghi,94.95,Italie,4.4
Pauillac (Grand Cru Classé),149.0,France,4.4
Barolo Monprivato,273.05,Italie,4.4
Valbuena 5º,179.95,Espagne,4.6
Saint-Émilion Grand Cru (Premier Grand Cru Classé),813.31,France,4.6
Rutherford,227.25,États-Unis,4.6
Papillon,79.95,États-Unis,4.5
Ribera del Duero Reserva,39.95,Espagne,4.3
Toro,67.16,Espagne,4.4
Saint-Émilion Grand Cru (Premier Grand Cru Classé),1625.0,France,4.6
Dominus (Christian Moueix),765.9,États-Unis,4.5
Blanc,1003.75,France,4.3
Saint-Émilion Grand Cru (Premier Grand Cru Classé),334.7,France,4.4
Amarone della Valpolicella Classico,46.25,Italie,4.4
Cabernet Sauvignon (Signature),106.96,États-Unis,4.6
Memorias,29.95,Chili,4.3
Chafandin,55.5,Espagne,4.2
Château Margaux (Premier Grand Cru Classé),1570.0,France,4.6
Pessac-Léognan (Grand Cru Classé de Graves),124.22,France,4.3
Amarone della Valpolicella Classico,49.8,Italie,4.3
Mai The First A.Montes Malbec,68.95,Argentine,4.4
Gran Enemigo,69.95,Argentine,4.5
Saint-Julien (Grand Cru Classé),145.95,France,4.3
Pauillac (Grand Cru Classé),93.53,France,4.4
Brunello di Montalcino,68.8,Italie,4.4
Flor de Pingus,212.5,Espagne,4.5
Pomerol,324.45,France,4.4
Saint-Émilion Grand Cru,186.09,France,4.4
San Vicente Rioja,49.95,Espagne,4.3
CASK 23 Cabernet Sauvignon,360.0,États-Unis,4.6
Redigaffi Toscana,480.0,Italie,4.5
Aile d'Argent Blanc Bordeaux,201.25,France,4.2
Vin de Pays de l'Hérault,618.75,France,4.5
Reserva Ribera del Duero,39.55,Espagne,4.3
Es Riserva,125.95,Italie,4.5
Bramare Marchiori Vineyard Malbec,142.5,Argentine,4.5
Pessac-Léognan (Grand Cru Classé de Graves),389.02,France,4.5
Barolo Bussia Romirasco,331.25,Italie,4.5
Winemaker's Selection,35.4,Croatie,4.3
Flaccianello della Pieve,243.75,Italie,4.5
Castello della Sala Muffato della Sala,68.75,Italie,4.3
Barolo Cascina Francia,397.5,Italie,4.5
Quarz Sauvignon,243.75,Italie,4.4
Galatrona,99.95,Italie,4.3
Toscana,68.0,Italie,4.2
Pauillac (Grand Cru Classé),1025.0,France,4.4
Series C,75.0,Afrique du Sud,4.5
Cabernet Sauvignon,85.95,États-Unis,4.4
Saint-Julien (Grand Cru Classé),55.5,France,4.3
Percarlo,182.5,Italie,4.3
Rubicon,375.0,États-Unis,4.6
Cos d'Estournel,222.99,France,4.4
Pomerol,512.5,France,4.5
Côte-Rôtie La Turque,453.0,France,4.6
Merlot (Signature),69.94,États-Unis,4.3
Viña El Pison,437.5,Espagne,4.6
La Grande Rue Grand Cru Monopole,1387.5,France,4.4
Scharzhofberger Riesling Auslese,661.0,Allemagne,4.6
Corton-Charlemagne Grand Cru,215.0,France,4.4
S.L.V. Cabernet Sauvignon,199.95,États-Unis,4.5
Barolo Cerretta,397.5,Italie,4.6
5 Stelle Sfursat,90.0,Italie,4.5
Charmes-Chambertin Grand Cru,1025.0,France,4.4
Clos de la Roche Grand Cru Cuvée Vieilles Vignes,961.25,France,4.4
Cabernet - Cabernet,95.0,Argentine,4.3
Dagromis Barolo,120.0,Italie,4.3
Pinotage,39.95,Afrique du Sud,4.4
Clos de Tart Grand Cru Monopole,1473.75,France,4.5
Colore Toscana,233.05,Italie,4.4
Maya,595.0,États-Unis,4.6
Chateau Buena Vista Cabernet Sauvignon Napa Valley,61.95,États-Unis,4.3
Barolo Riserva,64.95,Italie,4.4
Saffredi,94.5,Italie,4.4
Les Pavots,412.5,États-Unis,4.6
Silex,159.0,France,4.5
Continuum Estate,357.0,États-Unis,4.6
Barolo Rocche di Castiglione,683.75,Italie,4.4
Per Sempre Syrah Toscana,167.5,Italie,4.5
Per Sempre Syrah Toscana,185.0,Italie,4.5
Saint-Julien (Grand Cru Classé),104.95,France,4.3
The Black Lion,210.0,Afrique du Sud,4.7
Corte di Cama Sforzato di Valtellina,55.0,Italie,4.3
Ermitage Ex-Voto,409.5,France,4.4
FAY Cabernet Sauvignon,175.95,États-Unis,4.5
Pomerol,681.5,France,4.4
Gewürztraminer Lunare,72.5,Italie,4.3
Barbera d'Alba Vigna Francia,111.25,Italie,4.3
Côte-Rôtie La Mouline,453.0,France,4.6
Faith,112.0,Afrique du Sud,4.5
Il Pino di Biserno,90.0,Italie,4.3
Macán Clásico,56.0,Espagne,4.3
L'Apparita,225.0,Italie,4.4
Côtes de Bourg,89.19,France,4.4
Côte-Rôtie La Landonne,453.0,France,4.6
Amarone della Valpolicella Classico,101.25,Italie,4.5
Toscana,154.0,Italie,4.5
Dogs of the Barossa Shiraz,48.95,Australie,4.4
Brunello di Montalcino,223.1,Italie,4.5
Esporão Private Selection Tinto,74.95,Portugal,4.3
Oreno Toscana,146.25,Italie,4.3
Vosne-Romanée Premier Cru Les Suchots,420.0,France,4.3
Pomerol,134.89,France,4.3
Chapelle-Chambertin Grand Cru,4163.75,France,4.5
Corton-Charlemagne Grand Cru,225.5,France,4.4
Cabernet Sauvignon,121.95,États-Unis,4.4
Grace Vineyard Pinot Noir,225.0,États-Unis,4.5
Toscana Il Pareto,64.9,Italie,4.3
Au Paradis Cabernet Sauvignon,412.5,États-Unis,4.6
Lion Tamer Napa Valley Red Blend,64.99,États-Unis,4.3
The Armagh Shiraz,298.0,Australie,4.5
Don PX Convento Selección,298.58,Espagne,4.7
LR,168.75,Italie,4.5
Brunello di Montalcino Riserva,353.75,Italie,4.4
Buisson Renard,125.95,France,4.3
Amarone della Valpolicella Classico,55.6,Italie,4.3
Hommage à Jacques Perrin Châteauneuf-du-Pape,415.0,France,4.5
Saint-Émilion Grand Cru,269.16,France,4.6
Cuvée des Hussards Vieilles Vignes Brut Champagne Premier Cru,189.0,France,4.5
Pomerol,280.0,France,4.5
Bassolino di Sopra Brunello di Montalcino,310.0,Italie,4.6
Contador Rioja,250.0,Espagne,4.6
Cabernet Sauvignon,275.0,États-Unis,4.6
Siepi,102.95,Italie,4.4
Amarone della Valpolicella,54.0,Italie,4.5
Chevalier-Montrachet Grand Cru Blanc,961.25,France,4.4
Duemani Cabernet Franc,150.9,Italie,4.4
Grand Vin,109.95,Espagne,4.4
123 Brunello di Montalcino Riserva,91.1,Italie,4.4
Mark Bradford Vineyard Pinot Noir,199.95,États-Unis,4.5
Les Ruchons Sancerre Blanc,93.0,France,4.4
VV 26 Blanc de Blancs Vieilles Vignes Grand Cru Brut,145.0,France,4.5
Douro Quinta da Manoella VV Tinto,98.95,Portugal,4.3
Series M,66.95,Afrique du Sud,4.4
Kupra Marche,376.25,Italie,4.5
Amarone della Valpolicella,55.0,Italie,4.4
Les Grandes Places Côte-Rôtie,220.6,France,4.4
La Cueva del Contador Rioja,77.65,Espagne,4.3
Nuits-Saint-Georges 1er Cru Les Damodes,76.25,France,4.1
Saint-Joseph,178.75,France,4.3
Chapelle d'Ausone Saint-Émilion Grand Cru,452.6,France,4.4
Chassagne-Montrachet,96.25,France,4.3
Graacher Himmelreich Riesling Auslese 'Goldkapsel',233.4,Allemagne,4.6
Richebourg Grand Cru,1152.5,France,4.5
Chambertin Clos de Bèze Grand Cru,530.0,France,4.4
La Landonne Côte-Rôtie,377.3,France,4.5
Vosne-Romanée,747.5,France,4.3
Grands-Echezeaux Grand Cru,270.0,France,4.4
Riserva Nova Domus Terlaner,81.25,Italie,4.3
Charmes-Chambertin Grand Cru,250.0,France,4.4
Corton-Charlemagne Grand Cru,408.75,France,4.4
Pessac-Léognan Blanc (Grand Cru Classé de Graves),923.99,France,4.5
Bure Alto Amarone  della Valpolicella Classico Riserva,99.0,Italie,4.6
Rioja Reserva 10 Años Después Edición Limitada,46.95,Espagne,4.4
Mazis-Chambertin Grand Cru,234.25,France,4.4
Habemus Lazio Rosso (Etichetta Rossa),153.75,Italie,4.5
Pour Vous Sancerre,57.0,France,4.5
Vigna Molsino,135.98,Italie,4.3
Saint-Émilion Grand Cru,158.43,France,4.4
d'Alceo,232.5,Italie,4.4
Les Manyes,215.44,Espagne,4.4
Corton-Charlemagne Grand Cru,123.38,France,4.4
Chassagne-Montrachet 1er Cru 'La Maltroie',195.0,France,4.3
Colheita Porto Branco,118.95,Portugal,4.6
Mironia Black Edition Tempranillo,51.4,Espagne,4.5
Charmes-Chambertin Grand Cru,182.5,France,4.3
Alàuda,111.5,Italie,4.5
De Buris Amarone della Valpolicella Classico Riserva,448.75,Italie,4.7
Le Lucére Brunello di Montalcino Riserva,790.0,Italie,4.4
110 e Lode Merlot,53.8,Italie,4.4
Ciliegio Amarone della Valpolicella,173.6,Italie,4.5
Fino La Barajuela,40.95,Espagne,4.4
Charmes-Chambertin Grand Cru,336.9,France,4.4
Corton-Bressandes Grand Cru,183.6,France,4.4
Carpathia Heritage,36.08,Roumanie,4.4
Clos Vougeot Grand Cru,237.85,France,4.4
Collina Rionda di Serralunga Barolo,7563.75,Italie,4.5
Malbec,25.99,Argentine,4.2
Bolgheri Superiore,417.5,Italie,4.6
Sassicaia,495.0,Italie,4.6
Almaviva,195.0,Chili,4.6
Cabernet Sauvignon,177.95,États-Unis,4.6
Opus One,370.0,États-Unis,4.6
Cos d'Estournel,229.95,France,4.4
Pessac-Léognan (Grand Cru Classé de Graves),495.0,France,4.5
One Point Five Cabernet Sauvignon,125.95,États-Unis,4.5
Châteauneuf-du-Pape,119.5,France,4.4
Ribera del Duero,81.64,Espagne,4.5
Tenuta Tignanello 'Solaia',342.0,Italie,4.6
Château Margaux (Premier Grand Cru Classé),1188.05,France,4.6
Toscana,1137.4,Italie,4.7
Sauternes,490.0,France,4.7
Insignia,315.0,États-Unis,4.6
Pessac-Léognan (Premier Grand Cru Classé),309.48,France,4.6
Tignanello,135.0,Italie,4.5
Luce,206.25,Italie,4.4
Saint-Émilion Grand Cru (Premier Grand Cru Classé),455.2,France,4.6
Baron de L Pouilly-Fumé,97.95,France,4.4
Rioja Blanco Reserva,107.65,Espagne,4.4
Pomerol,750.8,France,4.4
Bonnes-Mares Grand Cru,1323.75,France,4.5
Rutherford,260.19,États-Unis,4.6
Cabernet Sauvignon,95.95,États-Unis,4.4
Gorgona Rosso,331.25,Italie,4.5
Gorgona Rosso,321.25,Italie,4.5
Aconcagua Valley,124.68,Chili,4.5
Saint-Julien (Grand Cru Classé),254.29,France,4.4
