country,wine_per_country,grape,wine,ratingAVG,ratingCOUNT
France,422503,Merlot,Corton-Charlemagne Grand Cru,4.4,1045
France,422503,Pinot Noir,Corton-Charlemagne Grand Cru,4.4,1045
France,422503,Chardonnay,Blanc,4.3,2053
France,422503,Merlot,Blanc,4.3,2053
France,422503,Pinot Noir,Blanc,4.3,2053
France,422503,Chardonnay,Corton-Charlemagne Grand Cru,4.4,1007
France,422503,Merlot,Corton-Charlemagne Grand Cru,4.4,1007
France,422503,Pinot Noir,Corton-Charlemagne Grand Cru,4.4,1007
Espagne,102662,Cabernet Sauvignon,Valdegatiles Ribera del Duero,4.4,587
Espagne,102662,Tempranillo,Valdegatiles Ribera del Duero,4.4,587
Espagne,102662,Garnacha,Valdegatiles Ribera del Duero,4.4,587
Suisse,33656,Merlot,Platinum,4.3,883
Suisse,33656,Pinot Noir,Platinum,4.3,883
Suisse,33656,Chasselas,Platinum,4.3,883
Hongrie,16605,Cabernet Sauvignon,5 Puttonyos Aszú (Blue Label),4.4,11106
Hongrie,16605,Merlot,5 Puttonyos Aszú (Blue Label),4.4,11106
Hongrie,16605,Furmint,5 Puttonyos Aszú (Blue Label),4.4,11106
Italie,274658,Chardonnay,Arborina Barolo,4.4,2527
Italie,274658,Merlot,Arborina Barolo,4.4,2527
Italie,274658,Sangiovese,Arborina Barolo,4.4,2527
Espagne,102662,Cabernet Sauvignon,Chafandin,4.2,2570
Espagne,102662,Tempranillo,Chafandin,4.2,2570
Espagne,102662,Garnacha,Chafandin,4.2,2570
Italie,274658,Chardonnay,Kupra Marche,4.5,637
Italie,274658,Merlot,Kupra Marche,4.5,637
Italie,274658,Sangiovese,Kupra Marche,4.5,637
Portugal,39847,Touriga Nacional,Esporão Private Selection Tinto,4.3,12566
Portugal,39847,Touriga Franca,Esporão Private Selection Tinto,4.3,12566
Portugal,39847,Tinta Roriz,Esporão Private Selection Tinto,4.3,12566
États-Unis,204060,Cabernet Sauvignon,Reserve,4.6,1175
États-Unis,204060,Chardonnay,Reserve,4.6,1175
États-Unis,204060,Pinot Noir,Reserve,4.6,1175
Italie,274658,Chardonnay,Gabbro Toscana,4.4,921
Italie,274658,Merlot,Gabbro Toscana,4.4,921
Italie,274658,Sangiovese,Gabbro Toscana,4.4,921
Portugal,39847,Touriga Nacional,Boal Madeira,4.5,1023
Portugal,39847,Touriga Franca,Boal Madeira,4.5,1023
Portugal,39847,Tinta Roriz,Boal Madeira,4.5,1023
France,422503,Chardonnay,Charmes-Chambertin Grand Cru,4.4,276
France,422503,Merlot,Charmes-Chambertin Grand Cru,4.4,276
France,422503,Pinot Noir,Charmes-Chambertin Grand Cru,4.4,276
France,422503,Chardonnay,Bienvenues-Bâtard-Montrachet Grand Cru,4.5,480
France,422503,Merlot,Bienvenues-Bâtard-Montrachet Grand Cru,4.5,480
France,422503,Pinot Noir,Bienvenues-Bâtard-Montrachet Grand Cru,4.5,480
France,422503,Chardonnay,Bâtard-Montrachet Grand Cru,4.5,1182
France,422503,Merlot,Bâtard-Montrachet Grand Cru,4.5,1182
France,422503,Pinot Noir,Bâtard-Montrachet Grand Cru,4.5,1182
Italie,274658,Chardonnay,Il 'Divasco' Riserva,4.4,255
Italie,274658,Merlot,Il 'Divasco' Riserva,4.4,255
Italie,274658,Sangiovese,Il 'Divasco' Riserva,4.4,255
France,422503,Chardonnay,Meursault 1er Cru 'Genevrières' Blanc,4.5,311
France,422503,Merlot,Meursault 1er Cru 'Genevrières' Blanc,4.5,311
France,422503,Pinot Noir,Meursault 1er Cru 'Genevrières' Blanc,4.5,311
France,422503,Chardonnay,Clos de la Roche Grand Cru,4.4,429
France,422503,Merlot,Clos de la Roche Grand Cru,4.4,429
France,422503,Pinot Noir,Clos de la Roche Grand Cru,4.4,429
France,422503,Chardonnay,Corton-Bressandes Grand Cru,4.4,861
France,422503,Merlot,Corton-Bressandes Grand Cru,4.4,861
France,422503,Pinot Noir,Corton-Bressandes Grand Cru,4.4,861
Italie,274658,Chardonnay,Brunello di Montalcino Riserva,4.4,330
Italie,274658,Merlot,Brunello di Montalcino Riserva,4.4,330
Italie,274658,Sangiovese,Brunello di Montalcino Riserva,4.4,330
France,422503,Chardonnay,Puligny-Montrachet Premier Cru Les Combettes,4.4,582
France,422503,Merlot,Puligny-Montrachet Premier Cru Les Combettes,4.4,582
France,422503,Pinot Noir,Puligny-Montrachet Premier Cru Les Combettes,4.4,582
Espagne,102662,Cabernet Sauvignon,Pingus,4.6,6013
Espagne,102662,Tempranillo,Pingus,4.6,6013
Espagne,102662,Garnacha,Pingus,4.6,6013
France,422503,Chardonnay,Corton-Charlemagne Grand Cru,4.4,178
France,422503,Merlot,Corton-Charlemagne Grand Cru,4.4,178
France,422503,Pinot Noir,Corton-Charlemagne Grand Cru,4.4,178
États-Unis,204060,Cabernet Sauvignon,Evenstad Reserve Pinot Noir,4.4,11531
États-Unis,204060,Chardonnay,Evenstad Reserve Pinot Noir,4.4,11531
États-Unis,204060,Pinot Noir,Evenstad Reserve Pinot Noir,4.4,11531
Afrique du Sud,30857,Shiraz/Syrah,The Mackenzie,4.4,1220
Afrique du Sud,30857,Cabernet Sauvignon,The Mackenzie,4.4,1220
Afrique du Sud,30857,Merlot,The Mackenzie,4.4,1220
France,422503,Chardonnay,Musigny Grand Cru,4.4,171
France,422503,Merlot,Musigny Grand Cru,4.4,171
France,422503,Pinot Noir,Musigny Grand Cru,4.4,171
France,422503,Chardonnay,Clos de Vougeot,4.4,608
France,422503,Merlot,Clos de Vougeot,4.4,608
France,422503,Pinot Noir,Clos de Vougeot,4.4,608
États-Unis,204060,Cabernet Sauvignon,Opus One,4.6,77053
États-Unis,204060,Chardonnay,Opus One,4.6,77053
États-Unis,204060,Pinot Noir,Opus One,4.6,77053
Portugal,39847,Touriga Nacional,40 Anos Tawny Port,4.6,57
Portugal,39847,Touriga Franca,40 Anos Tawny Port,4.6,57
Portugal,39847,Tinta Roriz,40 Anos Tawny Port,4.6,57
Hongrie,16605,Cabernet Sauvignon,Tokaji Aszú 5 Puttonyos,4.5,5449
Hongrie,16605,Merlot,Tokaji Aszú 5 Puttonyos,4.5,5449
Hongrie,16605,Furmint,Tokaji Aszú 5 Puttonyos,4.5,5449
France,422503,Chardonnay,Les Sentiers Chambolle-Musigny 1er Cru,4.4,1253
France,422503,Merlot,Les Sentiers Chambolle-Musigny 1er Cru,4.4,1253
France,422503,Pinot Noir,Les Sentiers Chambolle-Musigny 1er Cru,4.4,1253
Espagne,102662,Cabernet Sauvignon,Macán Clásico,4.3,16525
Espagne,102662,Tempranillo,Macán Clásico,4.3,16525
Espagne,102662,Garnacha,Macán Clásico,4.3,16525
Italie,274658,Chardonnay,Amarone della Valpolicella Riserva,4.4,958
Italie,274658,Merlot,Amarone della Valpolicella Riserva,4.4,958
Italie,274658,Sangiovese,Amarone della Valpolicella Riserva,4.4,958
Italie,274658,Chardonnay,Amarone della Valpolicella Vigna Garzon,4.4,4227
Italie,274658,Merlot,Amarone della Valpolicella Vigna Garzon,4.4,4227
Italie,274658,Sangiovese,Amarone della Valpolicella Vigna Garzon,4.4,4227
Argentine,36121,Cabernet Sauvignon,Mendoza,4.4,19849
Argentine,36121,Chardonnay,Mendoza,4.4,19849
Argentine,36121,Malbec,Mendoza,4.4,19849
France,422503,Chardonnay,Domaine Grand Veneur Châteauneuf-Du-Pape Vieilles Vignes,4.3,875
France,422503,Merlot,Domaine Grand Veneur Châteauneuf-Du-Pape Vieilles Vignes,4.3,875
France,422503,Pinot Noir,Domaine Grand Veneur Châteauneuf-Du-Pape Vieilles Vignes,4.3,875
France,422503,Chardonnay,Corton-Charlemagne Grand Cru,4.4,708
France,422503,Merlot,Corton-Charlemagne Grand Cru,4.4,708
France,422503,Pinot Noir,Corton-Charlemagne Grand Cru,4.4,708
Italie,274658,Chardonnay,Ribolla Gialla,4.3,7018
Italie,274658,Merlot,Ribolla Gialla,4.3,7018
Italie,274658,Sangiovese,Ribolla Gialla,4.3,7018
France,422503,Chardonnay,Charmes-Chambertin Grand Cru,4.4,170
France,422503,Merlot,Charmes-Chambertin Grand Cru,4.4,170
France,422503,Pinot Noir,Charmes-Chambertin Grand Cru,4.4,170
Afrique du Sud,30857,Shiraz/Syrah,Vin de Constance (Natural Sweet),4.6,13210
Afrique du Sud,30857,Cabernet Sauvignon,Vin de Constance (Natural Sweet),4.6,13210
Afrique du Sud,30857,Merlot,Vin de Constance (Natural Sweet),4.6,13210
Italie,274658,Chardonnay,50 & 50,4.4,9157
Italie,274658,Merlot,50 & 50,4.4,9157
Italie,274658,Sangiovese,50 & 50,4.4,9157
Afrique du Sud,30857,Shiraz/Syrah,Pinotage,4.4,2063
Afrique du Sud,30857,Cabernet Sauvignon,Pinotage,4.4,2063
Afrique du Sud,30857,Merlot,Pinotage,4.4,2063
France,422503,Chardonnay,Les Clos Chablís Grand Cru,4.5,1750
France,422503,Merlot,Les Clos Chablís Grand Cru,4.5,1750
France,422503,Pinot Noir,Les Clos Chablís Grand Cru,4.5,1750
Espagne,102662,Cabernet Sauvignon,Cream Tradición Vos 20 Years,4.4,623
Espagne,102662,Tempranillo,Cream Tradición Vos 20 Years,4.4,623
Espagne,102662,Garnacha,Cream Tradición Vos 20 Years,4.4,623
Espagne,102662,Cabernet Sauvignon,La Poza de Ballesteros,4.4,987
Espagne,102662,Tempranillo,La Poza de Ballesteros,4.4,987
Espagne,102662,Garnacha,La Poza de Ballesteros,4.4,987
Italie,274658,Chardonnay,Amarone Della Valpolicella Marta Galli,4.2,1085
Italie,274658,Merlot,Amarone Della Valpolicella Marta Galli,4.2,1085
Italie,274658,Sangiovese,Amarone Della Valpolicella Marta Galli,4.2,1085
Italie,274658,Chardonnay,Campo Alla Sughera,4.4,888
Italie,274658,Merlot,Campo Alla Sughera,4.4,888
Italie,274658,Sangiovese,Campo Alla Sughera,4.4,888
Italie,274658,Chardonnay,Montefico Barbaresco Vecchie Viti,4.4,581
Italie,274658,Merlot,Montefico Barbaresco Vecchie Viti,4.4,581
Italie,274658,Sangiovese,Montefico Barbaresco Vecchie Viti,4.4,581
Espagne,102662,Cabernet Sauvignon,Macán,4.4,14368
Espagne,102662,Tempranillo,Macán,4.4,14368
Espagne,102662,Garnacha,Macán,4.4,14368
Italie,274658,Chardonnay,Brunello di Montalcino Riserva Pianrosso Santa Caterina d'Oro,4.5,1971
Italie,274658,Merlot,Brunello di Montalcino Riserva Pianrosso Santa Caterina d'Oro,4.5,1971
Italie,274658,Sangiovese,Brunello di Montalcino Riserva Pianrosso Santa Caterina d'Oro,4.5,1971
France,422503,Chardonnay,Morey-Saint-Denis Tres Girard,4.4,339
France,422503,Merlot,Morey-Saint-Denis Tres Girard,4.4,339
France,422503,Pinot Noir,Morey-Saint-Denis Tres Girard,4.4,339
Italie,274658,Chardonnay,Vürsù Barbaresco Gallina,4.4,4262
Italie,274658,Merlot,Vürsù Barbaresco Gallina,4.4,4262
Italie,274658,Sangiovese,Vürsù Barbaresco Gallina,4.4,4262
France,422503,Chardonnay,Champagne,4.5,1021
France,422503,Merlot,Champagne,4.5,1021
France,422503,Pinot Noir,Champagne,4.5,1021
Espagne,102662,Cabernet Sauvignon,Barón de Chirel Rioja Reserva,4.4,8578
Espagne,102662,Tempranillo,Barón de Chirel Rioja Reserva,4.4,8578
Espagne,102662,Garnacha,Barón de Chirel Rioja Reserva,4.4,8578
Italie,274658,Chardonnay,Recioto della Valpolicella Classico Riserva,4.5,27
Italie,274658,Merlot,Recioto della Valpolicella Classico Riserva,4.5,27
Italie,274658,Sangiovese,Recioto della Valpolicella Classico Riserva,4.5,27
France,422503,Chardonnay,Vieilles Vignes Meursault,4.2,1426
France,422503,Merlot,Vieilles Vignes Meursault,4.2,1426
France,422503,Pinot Noir,Vieilles Vignes Meursault,4.2,1426
Chili,41191,Cabernet Sauvignon,Red,4.1,1297
Chili,41191,Merlot,Red,4.1,1297
Chili,41191,Carménère,Red,4.1,1297
États-Unis,204060,Cabernet Sauvignon,Novicium Estate,4.4,495
États-Unis,204060,Chardonnay,Novicium Estate,4.4,495
États-Unis,204060,Pinot Noir,Novicium Estate,4.4,495
Italie,274658,Chardonnay,Barolo Bussia Cicala,4.4,3346
Italie,274658,Merlot,Barolo Bussia Cicala,4.4,3346
Italie,274658,Sangiovese,Barolo Bussia Cicala,4.4,3346
Portugal,39847,Touriga Nacional,30 Year Old Tawny Port,4.4,602
Portugal,39847,Touriga Franca,30 Year Old Tawny Port,4.4,602
Portugal,39847,Tinta Roriz,30 Year Old Tawny Port,4.4,602
Espagne,102662,Cabernet Sauvignon,Valdegines,4.2,2594
Espagne,102662,Tempranillo,Valdegines,4.2,2594
Espagne,102662,Garnacha,Valdegines,4.2,2594
États-Unis,204060,Cabernet Sauvignon,One Sixteen Chardonnay,4.4,1753
États-Unis,204060,Chardonnay,One Sixteen Chardonnay,4.4,1753
États-Unis,204060,Pinot Noir,One Sixteen Chardonnay,4.4,1753
Italie,274658,Chardonnay,Asili Barbaresco Vecchie Viti,4.4,668
Italie,274658,Merlot,Asili Barbaresco Vecchie Viti,4.4,668
Italie,274658,Sangiovese,Asili Barbaresco Vecchie Viti,4.4,668
Espagne,102662,Cabernet Sauvignon,Gaudium,4.3,7414
Espagne,102662,Tempranillo,Gaudium,4.3,7414
Espagne,102662,Garnacha,Gaudium,4.3,7414
France,422503,Chardonnay,Hommage à Jacques Perrin Châteauneuf-du-Pape,4.5,6121
France,422503,Merlot,Hommage à Jacques Perrin Châteauneuf-du-Pape,4.5,6121
France,422503,Pinot Noir,Hommage à Jacques Perrin Châteauneuf-du-Pape,4.5,6121
Italie,274658,Chardonnay,Rujno Rosso,4.5,532
Italie,274658,Merlot,Rujno Rosso,4.5,532
Italie,274658,Sangiovese,Rujno Rosso,4.5,532
France,422503,Chardonnay,Volnay 1er Cru Les Caillerets,4.3,591
France,422503,Merlot,Volnay 1er Cru Les Caillerets,4.3,591
France,422503,Pinot Noir,Volnay 1er Cru Les Caillerets,4.3,591
Italie,274658,Chardonnay,Le Lucére Brunello di Montalcino Riserva,4.4,213
Italie,274658,Merlot,Le Lucére Brunello di Montalcino Riserva,4.4,213
Italie,274658,Sangiovese,Le Lucére Brunello di Montalcino Riserva,4.4,213
France,422503,Chardonnay,Brut Rosé Champagne,4.6,13747
France,422503,Merlot,Brut Rosé Champagne,4.6,13747
France,422503,Pinot Noir,Brut Rosé Champagne,4.6,13747
France,422503,Chardonnay,Mazis-Chambertin Grand Cru Cuvée Madeleine Collignon,4.4,1016
France,422503,Merlot,Mazis-Chambertin Grand Cru Cuvée Madeleine Collignon,4.4,1016
France,422503,Pinot Noir,Mazis-Chambertin Grand Cru Cuvée Madeleine Collignon,4.4,1016
États-Unis,204060,Cabernet Sauvignon,Rubicon,4.6,6421
États-Unis,204060,Chardonnay,Rubicon,4.6,6421
États-Unis,204060,Pinot Noir,Rubicon,4.6,6421
États-Unis,204060,Cabernet Sauvignon,Mark Bradford Vineyard Pinot Noir,4.5,254
États-Unis,204060,Chardonnay,Mark Bradford Vineyard Pinot Noir,4.5,254
États-Unis,204060,Pinot Noir,Mark Bradford Vineyard Pinot Noir,4.5,254
Italie,274658,Chardonnay,Barolo Brunate,4.3,1482
Italie,274658,Merlot,Barolo Brunate,4.3,1482
Italie,274658,Sangiovese,Barolo Brunate,4.3,1482
France,422503,Chardonnay,V.P Extra Brut Champagne Grand Cru 'Ambonnay',4.4,2079
France,422503,Merlot,V.P Extra Brut Champagne Grand Cru 'Ambonnay',4.4,2079
France,422503,Pinot Noir,V.P Extra Brut Champagne Grand Cru 'Ambonnay',4.4,2079
Italie,274658,Chardonnay,Vigna Colonnello Barolo Riserva Bussia,4.4,957
Italie,274658,Merlot,Vigna Colonnello Barolo Riserva Bussia,4.4,957
Italie,274658,Sangiovese,Vigna Colonnello Barolo Riserva Bussia,4.4,957
France,422503,Chardonnay,Chablis Grand Cru 'Les Clos',4.4,173
France,422503,Merlot,Chablis Grand Cru 'Les Clos',4.4,173
France,422503,Pinot Noir,Chablis Grand Cru 'Les Clos',4.4,173
Italie,274658,Chardonnay,Barolo Riserva Leon,4.4,948
Italie,274658,Merlot,Barolo Riserva Leon,4.4,948
Italie,274658,Sangiovese,Barolo Riserva Leon,4.4,948
France,422503,Chardonnay,Historical XIXth Century Wine,4.4,807
France,422503,Merlot,Historical XIXth Century Wine,4.4,807
France,422503,Pinot Noir,Historical XIXth Century Wine,4.4,807
Italie,274658,Chardonnay,Duemani Cabernet Franc,4.4,2339
Italie,274658,Merlot,Duemani Cabernet Franc,4.4,2339
Italie,274658,Sangiovese,Duemani Cabernet Franc,4.4,2339
Italie,274658,Chardonnay,Kapnios Aglianico,4.5,1134
Italie,274658,Merlot,Kapnios Aglianico,4.5,1134
Italie,274658,Sangiovese,Kapnios Aglianico,4.5,1134
France,422503,Chardonnay,Brut Champagne (Gold),4.4,3874
France,422503,Merlot,Brut Champagne (Gold),4.4,3874
France,422503,Pinot Noir,Brut Champagne (Gold),4.4,3874
Chili,41191,Cabernet Sauvignon,Memorias,4.3,15980
Chili,41191,Merlot,Memorias,4.3,15980
Chili,41191,Carménère,Memorias,4.3,15980
Italie,274658,Chardonnay,Barolo Riserva Speciale Granbussia,4.5,56
Italie,274658,Merlot,Barolo Riserva Speciale Granbussia,4.5,56
Italie,274658,Sangiovese,Barolo Riserva Speciale Granbussia,4.5,56
Hongrie,16605,Cabernet Sauvignon,Aszú 6 Puttonyos Tokaj,4.6,54
Hongrie,16605,Merlot,Aszú 6 Puttonyos Tokaj,4.6,54
Hongrie,16605,Furmint,Aszú 6 Puttonyos Tokaj,4.6,54
France,422503,Chardonnay,Aile d'Argent Blanc Bordeaux,4.2,4790
France,422503,Merlot,Aile d'Argent Blanc Bordeaux,4.2,4790
France,422503,Pinot Noir,Aile d'Argent Blanc Bordeaux,4.2,4790
France,422503,Chardonnay,Mazis-Chambertin Grand Cru,4.4,1121
France,422503,Merlot,Mazis-Chambertin Grand Cru,4.4,1121
France,422503,Pinot Noir,Mazis-Chambertin Grand Cru,4.4,1121
Italie,274658,Chardonnay,Lupi e Sirene Riserva,4.5,1292
Italie,274658,Merlot,Lupi e Sirene Riserva,4.5,1292
Italie,274658,Sangiovese,Lupi e Sirene Riserva,4.5,1292
Italie,274658,Chardonnay,Amarone Classico Monte Danieli,4.4,504
Italie,274658,Merlot,Amarone Classico Monte Danieli,4.4,504
Italie,274658,Sangiovese,Amarone Classico Monte Danieli,4.4,504
Afrique du Sud,30857,Shiraz/Syrah,Fusion V,4.4,12877
Afrique du Sud,30857,Cabernet Sauvignon,Fusion V,4.4,12877
Afrique du Sud,30857,Merlot,Fusion V,4.4,12877
France,422503,Chardonnay,Grands-Échezeaux Grand Cru,4.4,544
France,422503,Merlot,Grands-Échezeaux Grand Cru,4.4,544
France,422503,Pinot Noir,Grands-Échezeaux Grand Cru,4.4,544
Espagne,102662,Cabernet Sauvignon,Don PX Selección,4.5,326
Espagne,102662,Tempranillo,Don PX Selección,4.5,326
Espagne,102662,Garnacha,Don PX Selección,4.5,326
Italie,274658,Chardonnay,Amarone della Valpolicella Classico Mater,4.5,739
Italie,274658,Merlot,Amarone della Valpolicella Classico Mater,4.5,739
Italie,274658,Sangiovese,Amarone della Valpolicella Classico Mater,4.5,739
France,422503,Chardonnay,Musigny Grand Cru,4.6,128
France,422503,Merlot,Musigny Grand Cru,4.6,128
France,422503,Pinot Noir,Musigny Grand Cru,4.6,128
Espagne,102662,Cabernet Sauvignon,Don PX Convento Selección,4.7,1224
Espagne,102662,Tempranillo,Don PX Convento Selección,4.7,1224
Espagne,102662,Garnacha,Don PX Convento Selección,4.7,1224
France,422503,Chardonnay,Saint-Émilion Grand Cru,4.4,589
France,422503,Merlot,Saint-Émilion Grand Cru,4.4,589
France,422503,Pinot Noir,Saint-Émilion Grand Cru,4.4,589
Italie,274658,Chardonnay,Gaia & Rey Langhe,4.5,5909
Italie,274658,Merlot,Gaia & Rey Langhe,4.5,5909
Italie,274658,Sangiovese,Gaia & Rey Langhe,4.5,5909
France,422503,Chardonnay,Le Montrachet Grand Cru,4.5,236
France,422503,Merlot,Le Montrachet Grand Cru,4.5,236
France,422503,Pinot Noir,Le Montrachet Grand Cru,4.5,236
Hongrie,16605,Cabernet Sauvignon,Aszú Eszencia,4.5,283
Hongrie,16605,Merlot,Aszú Eszencia,4.5,283
Hongrie,16605,Furmint,Aszú Eszencia,4.5,283
Espagne,102662,Cabernet Sauvignon,Ginés Liébana Pedro Ximénez,4.6,120
Espagne,102662,Tempranillo,Ginés Liébana Pedro Ximénez,4.6,120
Espagne,102662,Garnacha,Ginés Liébana Pedro Ximénez,4.6,120
Italie,274658,Chardonnay,Pieve Santa Restituta Rennina Brunello di Montalcino,4.5,3393
Italie,274658,Merlot,Pieve Santa Restituta Rennina Brunello di Montalcino,4.5,3393
Italie,274658,Sangiovese,Pieve Santa Restituta Rennina Brunello di Montalcino,4.5,3393
Italie,274658,Chardonnay,Toscana,4.7,16284
Italie,274658,Merlot,Toscana,4.7,16284
Italie,274658,Sangiovese,Toscana,4.7,16284
Italie,274658,Chardonnay,Fanòi Primitivo,4.4,695
Italie,274658,Merlot,Fanòi Primitivo,4.4,695
Italie,274658,Sangiovese,Fanòi Primitivo,4.4,695
Italie,274658,Chardonnay,Grande Cuvée I Terlaner,4.5,411
Italie,274658,Merlot,Grande Cuvée I Terlaner,4.5,411
Italie,274658,Sangiovese,Grande Cuvée I Terlaner,4.5,411
France,422503,Chardonnay,MV Rosé,4.5,588
France,422503,Merlot,MV Rosé,4.5,588
France,422503,Pinot Noir,MV Rosé,4.5,588
Italie,274658,Chardonnay,Predappio Massera,4.4,161
Italie,274658,Merlot,Predappio Massera,4.4,161
Italie,274658,Sangiovese,Predappio Massera,4.4,161
Espagne,102662,Cabernet Sauvignon,Palo Cortado Añada,4.6,27
Espagne,102662,Tempranillo,Palo Cortado Añada,4.6,27
Espagne,102662,Garnacha,Palo Cortado Añada,4.6,27
Italie,274658,Chardonnay,VT Vendemmia Tardiva,4.4,1096
Italie,274658,Merlot,VT Vendemmia Tardiva,4.4,1096
Italie,274658,Sangiovese,VT Vendemmia Tardiva,4.4,1096
France,422503,Chardonnay,Ermitage l'Ermite Blanc,4.5,296
France,422503,Merlot,Ermitage l'Ermite Blanc,4.5,296
France,422503,Pinot Noir,Ermitage l'Ermite Blanc,4.5,296
Italie,274658,Chardonnay,Mossone,4.4,892
Italie,274658,Merlot,Mossone,4.4,892
Italie,274658,Sangiovese,Mossone,4.4,892
Espagne,102662,Cabernet Sauvignon,Palo Cortado Tradición Vors 30 Years Sherry,4.4,1050
Espagne,102662,Tempranillo,Palo Cortado Tradición Vors 30 Years Sherry,4.4,1050
Espagne,102662,Garnacha,Palo Cortado Tradición Vors 30 Years Sherry,4.4,1050
Italie,274658,Chardonnay,Gorgona,4.4,592
Italie,274658,Merlot,Gorgona,4.4,592
Italie,274658,Sangiovese,Gorgona,4.4,592
France,422503,Chardonnay,Cuvée Ernest Riesling Alsace Sélection de Grains Nobles,4.5,68
France,422503,Merlot,Cuvée Ernest Riesling Alsace Sélection de Grains Nobles,4.5,68
France,422503,Pinot Noir,Cuvée Ernest Riesling Alsace Sélection de Grains Nobles,4.5,68
France,422503,Chardonnay,Chateauneuf-Du-Pape Cuvée Des Générations Marie Leoncie,4.4,1041
France,422503,Merlot,Chateauneuf-Du-Pape Cuvée Des Générations Marie Leoncie,4.4,1041
France,422503,Pinot Noir,Chateauneuf-Du-Pape Cuvée Des Générations Marie Leoncie,4.4,1041
États-Unis,204060,Cabernet Sauvignon,CASK 23 Cabernet Sauvignon,4.6,9464
États-Unis,204060,Chardonnay,CASK 23 Cabernet Sauvignon,4.6,9464
États-Unis,204060,Pinot Noir,CASK 23 Cabernet Sauvignon,4.6,9464
Italie,274658,Chardonnay,Amarone della Valpolicella,4.4,1292
Italie,274658,Merlot,Amarone della Valpolicella,4.4,1292
Italie,274658,Sangiovese,Amarone della Valpolicella,4.4,1292
Moldavie,5055,Cabernet Sauvignon,Negru de Purcari Limited Edition,4.5,970
Moldavie,5055,Chardonnay,Negru de Purcari Limited Edition,4.5,970
Moldavie,5055,Merlot,Negru de Purcari Limited Edition,4.5,970
France,422503,Chardonnay,Cuve 38 Blanc de Blancs Champagne (La Réserve Perpétuelle),4.6,149
France,422503,Merlot,Cuve 38 Blanc de Blancs Champagne (La Réserve Perpétuelle),4.6,149
France,422503,Pinot Noir,Cuve 38 Blanc de Blancs Champagne (La Réserve Perpétuelle),4.6,149
Italie,274658,Chardonnay,Ferro,4.5,499
Italie,274658,Merlot,Ferro,4.5,499
Italie,274658,Sangiovese,Ferro,4.5,499
France,422503,Chardonnay,Les Boudots Nuits-Saint-Georges 1er Cru,4.4,339
France,422503,Merlot,Les Boudots Nuits-Saint-Georges 1er Cru,4.4,339
France,422503,Pinot Noir,Les Boudots Nuits-Saint-Georges 1er Cru,4.4,339
France,422503,Chardonnay,Vignes Centenaires 'La Richemone',4.4,182
France,422503,Merlot,Vignes Centenaires 'La Richemone',4.4,182
France,422503,Pinot Noir,Vignes Centenaires 'La Richemone',4.4,182
Italie,274658,Chardonnay,Pietro Dal Cero Amarone della Valpolicella,4.5,6424
Italie,274658,Merlot,Pietro Dal Cero Amarone della Valpolicella,4.5,6424
Italie,274658,Sangiovese,Pietro Dal Cero Amarone della Valpolicella,4.5,6424
France,422503,Chardonnay,Le Petit Mouton de Mouton Rothschild Pauillac,4.4,8214
France,422503,Merlot,Le Petit Mouton de Mouton Rothschild Pauillac,4.4,8214
France,422503,Pinot Noir,Le Petit Mouton de Mouton Rothschild Pauillac,4.4,8214
France,422503,Chardonnay,Vin de Paille,4.5,35
France,422503,Merlot,Vin de Paille,4.5,35
France,422503,Pinot Noir,Vin de Paille,4.5,35
Italie,274658,Chardonnay,Brunello di Montalcino,4.5,1365
Italie,274658,Merlot,Brunello di Montalcino,4.5,1365
Italie,274658,Sangiovese,Brunello di Montalcino,4.5,1365
France,422503,Chardonnay,Pour Vous Sancerre,4.5,125
France,422503,Merlot,Pour Vous Sancerre,4.5,125
France,422503,Pinot Noir,Pour Vous Sancerre,4.5,125
Chili,41191,Cabernet Sauvignon,Red,4.6,4933
Chili,41191,Merlot,Red,4.6,4933
Chili,41191,Carménère,Red,4.6,4933
États-Unis,204060,Cabernet Sauvignon,Cabernet Sauvignon,4.6,152
États-Unis,204060,Chardonnay,Cabernet Sauvignon,4.6,152
États-Unis,204060,Pinot Noir,Cabernet Sauvignon,4.6,152
États-Unis,204060,Cabernet Sauvignon,Ulysses,4.3,1980
États-Unis,204060,Chardonnay,Ulysses,4.3,1980
États-Unis,204060,Pinot Noir,Ulysses,4.3,1980
Italie,274658,Chardonnay,Octavius Amarone della Valpolicella Riserva,4.6,450
Italie,274658,Merlot,Octavius Amarone della Valpolicella Riserva,4.6,450
Italie,274658,Sangiovese,Octavius Amarone della Valpolicella Riserva,4.6,450
France,422503,Chardonnay,Amour de Deutz Millesimé Rosé Brut Champagne,4.5,536
France,422503,Merlot,Amour de Deutz Millesimé Rosé Brut Champagne,4.5,536
France,422503,Pinot Noir,Amour de Deutz Millesimé Rosé Brut Champagne,4.5,536
Italie,274658,Chardonnay,Mazzano Amarone Della Valpolicella Classico,4.5,3276
Italie,274658,Merlot,Mazzano Amarone Della Valpolicella Classico,4.5,3276
Italie,274658,Sangiovese,Mazzano Amarone Della Valpolicella Classico,4.5,3276
États-Unis,204060,Cabernet Sauvignon,Au Paradis Cabernet Sauvignon,4.6,3004
États-Unis,204060,Chardonnay,Au Paradis Cabernet Sauvignon,4.6,3004
États-Unis,204060,Pinot Noir,Au Paradis Cabernet Sauvignon,4.6,3004
