country,wine_per_country,grape,wine,ratingAVG,ratingCOUNT
France,422503,Pinot Noir,Amour de Deutz Millésimé Brut Champagne,4.5,5532
France,422503,Chardonnay,Chassagne-Montrachet 1er Cru 'Morgeot',4.4,283
France,422503,Merlot,Chassagne-Montrachet 1er Cru 'Morgeot',4.4,283
France,422503,Pinot Noir,Chassagne-Montrachet 1er Cru 'Morgeot',4.4,283
Italie,274658,Chardonnay,Millecento Brunello di Montalcino Riserva,4.6,1364
Italie,274658,Merlot,Millecento Brunello di Montalcino Riserva,4.6,1364
Italie,274658,Sangiovese,Millecento Brunello di Montalcino Riserva,4.6,1364
Italie,274658,Chardonnay,Brunello di Montalcino Riserva,4.4,339
Italie,274658,Merlot,Brunello di Montalcino Riserva,4.4,339
Italie,274658,Sangiovese,Brunello di Montalcino Riserva,4.4,339
France,422503,Chardonnay,Pur Sang,4.3,3634
France,422503,Merlot,Pur Sang,4.3,3634
France,422503,Pinot Noir,Pur Sang,4.3,3634
France,422503,Chardonnay,Echezeaux Grand Cru,4.3,338
France,422503,Merlot,Echezeaux Grand Cru,4.3,338
France,422503,Pinot Noir,Echezeaux Grand Cru,4.3,338
Italie,274658,Chardonnay,Lodovico,4.6,3860
Italie,274658,Merlot,Lodovico,4.6,3860
Italie,274658,Sangiovese,Lodovico,4.6,3860
Espagne,102662,Cabernet Sauvignon,Dalmau Rioja,4.4,7868
Espagne,102662,Tempranillo,Dalmau Rioja,4.4,7868
Espagne,102662,Garnacha,Dalmau Rioja,4.4,7868
Italie,274658,Chardonnay,Campo del Drago Brunello di Montalcino,4.4,2854
Italie,274658,Merlot,Campo del Drago Brunello di Montalcino,4.4,2854
Italie,274658,Sangiovese,Campo del Drago Brunello di Montalcino,4.4,2854
Italie,274658,Chardonnay,Amarone della Valpolicella,4.3,1712
Italie,274658,Merlot,Amarone della Valpolicella,4.3,1712
Italie,274658,Sangiovese,Amarone della Valpolicella,4.3,1712
Italie,274658,Chardonnay,Riserva vecchie viti dei Capalot e delle Brunate Barolo,4.5,338
Italie,274658,Merlot,Riserva vecchie viti dei Capalot e delle Brunate Barolo,4.5,338
Italie,274658,Sangiovese,Riserva vecchie viti dei Capalot e delle Brunate Barolo,4.5,338
Italie,274658,Chardonnay,La Mattonara Amarone della Valpolicella Classico Riserva,4.7,1196
Italie,274658,Merlot,La Mattonara Amarone della Valpolicella Classico Riserva,4.7,1196
Italie,274658,Sangiovese,La Mattonara Amarone della Valpolicella Classico Riserva,4.7,1196
Italie,274658,Chardonnay,Palazzi Rosso Toscana,4.4,961
Italie,274658,Merlot,Palazzi Rosso Toscana,4.4,961
Italie,274658,Sangiovese,Palazzi Rosso Toscana,4.4,961
Italie,274658,Chardonnay,Lilium Est Amarone Della Valpolicella Riserva,4.5,733
Italie,274658,Merlot,Lilium Est Amarone Della Valpolicella Riserva,4.5,733
Italie,274658,Sangiovese,Lilium Est Amarone Della Valpolicella Riserva,4.5,733
France,422503,Chardonnay,Nuits-Saint-Georges 1er Cru 'Clos des Corvées',4.4,1245
France,422503,Merlot,Nuits-Saint-Georges 1er Cru 'Clos des Corvées',4.4,1245
France,422503,Pinot Noir,Nuits-Saint-Georges 1er Cru 'Clos des Corvées',4.4,1245
France,422503,Chardonnay,Rosé Brut Champagne Grand Cru 'Ambonnay',4.4,1782
France,422503,Merlot,Rosé Brut Champagne Grand Cru 'Ambonnay',4.4,1782
France,422503,Pinot Noir,Rosé Brut Champagne Grand Cru 'Ambonnay',4.4,1782
Espagne,102662,Cabernet Sauvignon,Alabaster,4.6,2708
Espagne,102662,Tempranillo,Alabaster,4.6,2708
Espagne,102662,Garnacha,Alabaster,4.6,2708
France,422503,Chardonnay,Gardarèm,4.4,1308
France,422503,Merlot,Gardarèm,4.4,1308
France,422503,Pinot Noir,Gardarèm,4.4,1308
Espagne,102662,Cabernet Sauvignon,Roda I Reserva Rioja,4.4,22749
Espagne,102662,Tempranillo,Roda I Reserva Rioja,4.4,22749
Espagne,102662,Garnacha,Roda I Reserva Rioja,4.4,22749
France,422503,Chardonnay,La Grande Dame Brut Rosé Champagne,4.6,1118
France,422503,Merlot,La Grande Dame Brut Rosé Champagne,4.6,1118
France,422503,Pinot Noir,La Grande Dame Brut Rosé Champagne,4.6,1118
États-Unis,204060,Cabernet Sauvignon,Red,4.6,3639
États-Unis,204060,Chardonnay,Red,4.6,3639
États-Unis,204060,Pinot Noir,Red,4.6,3639
France,422503,Chardonnay,Ozanne Blanc de Blancs Brut Champagne Grand Cru 'Avize',4.5,484
France,422503,Merlot,Ozanne Blanc de Blancs Brut Champagne Grand Cru 'Avize',4.5,484
France,422503,Pinot Noir,Ozanne Blanc de Blancs Brut Champagne Grand Cru 'Avize',4.5,484
France,422503,Chardonnay,Clos Vougeot Grand Cru,4.4,226
France,422503,Merlot,Clos Vougeot Grand Cru,4.4,226
France,422503,Pinot Noir,Clos Vougeot Grand Cru,4.4,226
France,422503,Chardonnay,Gevrey Chambertin 1er Cru 'Aux Combottes',4.4,1002
France,422503,Merlot,Gevrey Chambertin 1er Cru 'Aux Combottes',4.4,1002
France,422503,Pinot Noir,Gevrey Chambertin 1er Cru 'Aux Combottes',4.4,1002
Italie,274658,Chardonnay,Vittorio Moretti,4.4,2025
Italie,274658,Merlot,Vittorio Moretti,4.4,2025
Italie,274658,Sangiovese,Vittorio Moretti,4.4,2025
Italie,274658,Chardonnay,Tenuta Guado al Tasso Matarocchio,4.6,1875
Italie,274658,Merlot,Tenuta Guado al Tasso Matarocchio,4.6,1875
Italie,274658,Sangiovese,Tenuta Guado al Tasso Matarocchio,4.6,1875
Portugal,39847,Touriga Nacional,Douro Quinta da Manoella VV Tinto,4.3,2548
Portugal,39847,Touriga Franca,Douro Quinta da Manoella VV Tinto,4.3,2548
Portugal,39847,Tinta Roriz,Douro Quinta da Manoella VV Tinto,4.3,2548
France,422503,Chardonnay,Vosne-Romanée 1er Cru 'Les Suchots',4.4,651
France,422503,Merlot,Vosne-Romanée 1er Cru 'Les Suchots',4.4,651
France,422503,Pinot Noir,Vosne-Romanée 1er Cru 'Les Suchots',4.4,651
États-Unis,204060,Cabernet Sauvignon,Blueline Estate Cabernet Sauvignon,4.5,1321
États-Unis,204060,Chardonnay,Blueline Estate Cabernet Sauvignon,4.5,1321
États-Unis,204060,Pinot Noir,Blueline Estate Cabernet Sauvignon,4.5,1321
France,422503,Chardonnay,Montrachet Grand Cru,4.7,459
France,422503,Merlot,Montrachet Grand Cru,4.7,459
France,422503,Pinot Noir,Montrachet Grand Cru,4.7,459
Italie,274658,Chardonnay,Primitivo di Manduria,4.2,2011
Italie,274658,Merlot,Primitivo di Manduria,4.2,2011
Italie,274658,Sangiovese,Primitivo di Manduria,4.2,2011
France,422503,Chardonnay,Blanc des Millénaires,4.6,5581
France,422503,Merlot,Blanc des Millénaires,4.6,5581
France,422503,Pinot Noir,Blanc des Millénaires,4.6,5581
France,422503,Chardonnay,Brut Rosé Champagne,4.5,830
France,422503,Merlot,Brut Rosé Champagne,4.5,830
France,422503,Pinot Noir,Brut Rosé Champagne,4.5,830
Italie,274658,Chardonnay,Harlequin,4.7,1276
Italie,274658,Merlot,Harlequin,4.7,1276
Italie,274658,Sangiovese,Harlequin,4.7,1276
France,422503,Chardonnay,Échézeaux Grand Cru,4.7,359
France,422503,Merlot,Échézeaux Grand Cru,4.7,359
France,422503,Pinot Noir,Échézeaux Grand Cru,4.7,359
Afrique du Sud,30857,Shiraz/Syrah,Book 17 XVII,4.7,814
Afrique du Sud,30857,Cabernet Sauvignon,Book 17 XVII,4.7,814
Afrique du Sud,30857,Merlot,Book 17 XVII,4.7,814
France,422503,Chardonnay,Châteauneuf-du-Pape Amiral G,4.5,536
France,422503,Merlot,Châteauneuf-du-Pape Amiral G,4.5,536
France,422503,Pinot Noir,Châteauneuf-du-Pape Amiral G,4.5,536
Italie,274658,Chardonnay,Brunello di Montalcino Riserva,4.6,1589
Italie,274658,Merlot,Brunello di Montalcino Riserva,4.6,1589
Italie,274658,Sangiovese,Brunello di Montalcino Riserva,4.6,1589
France,422503,Chardonnay,Sancerre 'Clos la Néore',4.4,699
France,422503,Merlot,Sancerre 'Clos la Néore',4.4,699
France,422503,Pinot Noir,Sancerre 'Clos la Néore',4.4,699
Australie,90954,Shiraz/Syrah,Ares,4.4,1995
Australie,90954,Cabernet Sauvignon,Ares,4.4,1995
Australie,90954,Chardonnay,Ares,4.4,1995
Allemagne,164533,Riesling,Riesling 'Le Gallais' Wiltinger Braune Kupp Auslese,4.5,242
Allemagne,164533,Spätburgunder,Riesling 'Le Gallais' Wiltinger Braune Kupp Auslese,4.5,242
Allemagne,164533,Weissburgunder,Riesling 'Le Gallais' Wiltinger Braune Kupp Auslese,4.5,242
Moldavie,5055,Cabernet Sauvignon,Lupi Rezerva,4.5,7604
Moldavie,5055,Chardonnay,Lupi Rezerva,4.5,7604
Moldavie,5055,Merlot,Lupi Rezerva,4.5,7604
France,422503,Chardonnay,Bâtard-Montrachet Grand Cru,4.4,347
France,422503,Merlot,Bâtard-Montrachet Grand Cru,4.4,347
France,422503,Pinot Noir,Bâtard-Montrachet Grand Cru,4.4,347
France,422503,Chardonnay,Côte-Rôtie La Turque,4.6,4891
France,422503,Merlot,Côte-Rôtie La Turque,4.6,4891
France,422503,Pinot Noir,Côte-Rôtie La Turque,4.6,4891
France,422503,Chardonnay,Meursault 1er Cru 'Les Genevrières',4.3,606
France,422503,Merlot,Meursault 1er Cru 'Les Genevrières',4.3,606
France,422503,Pinot Noir,Meursault 1er Cru 'Les Genevrières',4.3,606
Italie,274658,Chardonnay,Piovesole Amarone della Valpolicella Classico,4.3,868
Italie,274658,Merlot,Piovesole Amarone della Valpolicella Classico,4.3,868
Italie,274658,Sangiovese,Piovesole Amarone della Valpolicella Classico,4.3,868
Italie,274658,Chardonnay,Nettare Veneto Bianco,4.6,87
Italie,274658,Merlot,Nettare Veneto Bianco,4.6,87
Italie,274658,Sangiovese,Nettare Veneto Bianco,4.6,87
Espagne,102662,Cabernet Sauvignon,Cava Celler Batlle,4.3,1575
Espagne,102662,Tempranillo,Cava Celler Batlle,4.3,1575
Espagne,102662,Garnacha,Cava Celler Batlle,4.3,1575
Suisse,33656,Merlot,Sous L'Escalier Petite Arvine du Valais,4.4,164
Suisse,33656,Pinot Noir,Sous L'Escalier Petite Arvine du Valais,4.4,164
Suisse,33656,Chasselas,Sous L'Escalier Petite Arvine du Valais,4.4,164
France,422503,Chardonnay,Chambolle-Musigny Les Cabottes,4.4,413
France,422503,Merlot,Chambolle-Musigny Les Cabottes,4.4,413
France,422503,Pinot Noir,Chambolle-Musigny Les Cabottes,4.4,413
Hongrie,16605,Cabernet Sauvignon,Tokaji Aszú 5 Puttonyos,4.3,649
Hongrie,16605,Merlot,Tokaji Aszú 5 Puttonyos,4.3,649
Hongrie,16605,Furmint,Tokaji Aszú 5 Puttonyos,4.3,649
France,422503,Chardonnay,Chambolle-Musigny 1er Cru 'Les Amoureuses',4.5,59
France,422503,Merlot,Chambolle-Musigny 1er Cru 'Les Amoureuses',4.5,59
France,422503,Pinot Noir,Chambolle-Musigny 1er Cru 'Les Amoureuses',4.5,59
France,422503,Chardonnay,Charmes-Chambertin Grand Cru Les Mazoyères,4.4,548
France,422503,Merlot,Charmes-Chambertin Grand Cru Les Mazoyères,4.4,548
France,422503,Pinot Noir,Charmes-Chambertin Grand Cru Les Mazoyères,4.4,548
France,422503,Chardonnay,Clos Vougeot Grand Cru,4.4,1202
France,422503,Merlot,Clos Vougeot Grand Cru,4.4,1202
France,422503,Pinot Noir,Clos Vougeot Grand Cru,4.4,1202
Espagne,102662,Cabernet Sauvignon,Moncerbal Bierzo (Corullón),4.3,1090
Espagne,102662,Tempranillo,Moncerbal Bierzo (Corullón),4.3,1090
Espagne,102662,Garnacha,Moncerbal Bierzo (Corullón),4.3,1090
France,422503,Chardonnay,Meursault 1er Cru 'Charmes',4.3,242
France,422503,Merlot,Meursault 1er Cru 'Charmes',4.3,242
France,422503,Pinot Noir,Meursault 1er Cru 'Charmes',4.3,242
France,422503,Chardonnay,Puligny-Montrachet Premier Cru Clos du Cailleret,4.3,395
France,422503,Merlot,Puligny-Montrachet Premier Cru Clos du Cailleret,4.3,395
France,422503,Pinot Noir,Puligny-Montrachet Premier Cru Clos du Cailleret,4.3,395
France,422503,Chardonnay,Vieux Marc de Bandol,4.5,102
France,422503,Merlot,Vieux Marc de Bandol,4.5,102
France,422503,Pinot Noir,Vieux Marc de Bandol,4.5,102
Italie,274658,Chardonnay,Vin Santo di Montepulciano Occhio di Pernice,4.4,1867
Italie,274658,Merlot,Vin Santo di Montepulciano Occhio di Pernice,4.4,1867
Italie,274658,Sangiovese,Vin Santo di Montepulciano Occhio di Pernice,4.4,1867
États-Unis,204060,Cabernet Sauvignon,Grace Vineyard Pinot Noir,4.5,385
États-Unis,204060,Chardonnay,Grace Vineyard Pinot Noir,4.5,385
États-Unis,204060,Pinot Noir,Grace Vineyard Pinot Noir,4.5,385
Italie,274658,Chardonnay,Barolo Bussia Vigna Munie,4.4,141
Italie,274658,Merlot,Barolo Bussia Vigna Munie,4.4,141
Italie,274658,Sangiovese,Barolo Bussia Vigna Munie,4.4,141
Afrique du Sud,30857,Shiraz/Syrah,B Bordicon Blend,4.3,1088
Afrique du Sud,30857,Cabernet Sauvignon,B Bordicon Blend,4.3,1088
Afrique du Sud,30857,Merlot,B Bordicon Blend,4.3,1088
France,422503,Chardonnay,Corton-Charlemagne Grand Cru,4.4,164
France,422503,Merlot,Corton-Charlemagne Grand Cru,4.4,164
France,422503,Pinot Noir,Corton-Charlemagne Grand Cru,4.4,164
France,422503,Chardonnay,Montrachet Grand Cru,4.6,269
France,422503,Merlot,Montrachet Grand Cru,4.6,269
France,422503,Pinot Noir,Montrachet Grand Cru,4.6,269
Chili,41191,Cabernet Sauvignon,VIK,4.6,8493
Chili,41191,Merlot,VIK,4.6,8493
Chili,41191,Carménère,VIK,4.6,8493
Italie,274658,Chardonnay,Poggio Alle Nane Maremma Toscana,4.4,3509
Italie,274658,Merlot,Poggio Alle Nane Maremma Toscana,4.4,3509
Italie,274658,Sangiovese,Poggio Alle Nane Maremma Toscana,4.4,3509
Allemagne,164533,Riesling,Schlehdorn Riesling Trocken,4.4,202
Allemagne,164533,Spätburgunder,Schlehdorn Riesling Trocken,4.4,202
Allemagne,164533,Weissburgunder,Schlehdorn Riesling Trocken,4.4,202
France,422503,Chardonnay,Bâtard-Montrachet Grand Cru,4.5,214
France,422503,Merlot,Bâtard-Montrachet Grand Cru,4.5,214
France,422503,Pinot Noir,Bâtard-Montrachet Grand Cru,4.5,214
Hongrie,16605,Cabernet Sauvignon,Aszú 6 puttonyos,4.5,2450
Hongrie,16605,Merlot,Aszú 6 puttonyos,4.5,2450
Hongrie,16605,Furmint,Aszú 6 puttonyos,4.5,2450
Italie,274658,Chardonnay,Brunello di Montalcino,4.5,27452
Italie,274658,Merlot,Brunello di Montalcino,4.5,27452
Italie,274658,Sangiovese,Brunello di Montalcino,4.5,27452
Italie,274658,Chardonnay,Maria Adelaide Barbaresco,4.3,501
Italie,274658,Merlot,Maria Adelaide Barbaresco,4.3,501
Italie,274658,Sangiovese,Maria Adelaide Barbaresco,4.3,501
Espagne,102662,Cabernet Sauvignon,Gran Buig Priorat,4.6,125
Espagne,102662,Tempranillo,Gran Buig Priorat,4.6,125
Espagne,102662,Garnacha,Gran Buig Priorat,4.6,125
Italie,274658,Chardonnay,123 Brunello di Montalcino Riserva,4.4,525
Italie,274658,Merlot,123 Brunello di Montalcino Riserva,4.4,525
Italie,274658,Sangiovese,123 Brunello di Montalcino Riserva,4.4,525
Afrique du Sud,30857,Shiraz/Syrah,Faith,4.5,1048
Afrique du Sud,30857,Cabernet Sauvignon,Faith,4.5,1048
Afrique du Sud,30857,Merlot,Faith,4.5,1048
Moldavie,5055,Cabernet Sauvignon,Ice Wine de Purcari,4.5,722
Moldavie,5055,Chardonnay,Ice Wine de Purcari,4.5,722
Moldavie,5055,Merlot,Ice Wine de Purcari,4.5,722
Italie,274658,Chardonnay,Amarone della Valpolicella,4.3,4014
Italie,274658,Merlot,Amarone della Valpolicella,4.3,4014
Italie,274658,Sangiovese,Amarone della Valpolicella,4.3,4014
Espagne,102662,Cabernet Sauvignon,Sed de Caná,4.5,345
Espagne,102662,Tempranillo,Sed de Caná,4.5,345
Espagne,102662,Garnacha,Sed de Caná,4.5,345
Portugal,39847,Touriga Nacional,Preta Cuvée David Booth Grande Reserva,4.3,1507
Portugal,39847,Touriga Franca,Preta Cuvée David Booth Grande Reserva,4.3,1507
Portugal,39847,Tinta Roriz,Preta Cuvée David Booth Grande Reserva,4.3,1507
Italie,274658,Chardonnay,Sassella Nuova Regina Riserva,4.3,987
Italie,274658,Merlot,Sassella Nuova Regina Riserva,4.3,987
Italie,274658,Sangiovese,Sassella Nuova Regina Riserva,4.3,987
France,422503,Chardonnay,Bâtard-Montrachet Grand Cru,4.6,1191
France,422503,Merlot,Bâtard-Montrachet Grand Cru,4.6,1191
France,422503,Pinot Noir,Bâtard-Montrachet Grand Cru,4.6,1191
France,422503,Chardonnay,Nuits-Saint-Georges 1er Cru 'Aux Thorey',4.4,543
France,422503,Merlot,Nuits-Saint-Georges 1er Cru 'Aux Thorey',4.4,543
France,422503,Pinot Noir,Nuits-Saint-Georges 1er Cru 'Aux Thorey',4.4,543
France,422503,Chardonnay,Saint-Émilion Grand Cru (Premier Grand Cru Classé),4.3,10699
France,422503,Merlot,Saint-Émilion Grand Cru (Premier Grand Cru Classé),4.3,10699
France,422503,Pinot Noir,Saint-Émilion Grand Cru (Premier Grand Cru Classé),4.3,10699
France,422503,Chardonnay,Pessac-Léognan (Grand Cru Classé de Graves),4.5,15975
France,422503,Merlot,Pessac-Léognan (Grand Cru Classé de Graves),4.5,15975
France,422503,Pinot Noir,Pessac-Léognan (Grand Cru Classé de Graves),4.5,15975
France,422503,Chardonnay,Les Riceys Cuvée Cyriès Brut Millesimé Champagne,4.6,43
France,422503,Merlot,Les Riceys Cuvée Cyriès Brut Millesimé Champagne,4.6,43
France,422503,Pinot Noir,Les Riceys Cuvée Cyriès Brut Millesimé Champagne,4.6,43
Italie,274658,Chardonnay,Cuvée Kermesse Rosso,4.2,1153
Italie,274658,Merlot,Cuvée Kermesse Rosso,4.2,1153
Italie,274658,Sangiovese,Cuvée Kermesse Rosso,4.2,1153
France,422503,Chardonnay,Chevalier-Montrachet Grand Cru Blanc,4.4,1283
France,422503,Merlot,Chevalier-Montrachet Grand Cru Blanc,4.4,1283
France,422503,Pinot Noir,Chevalier-Montrachet Grand Cru Blanc,4.4,1283
France,422503,Chardonnay,Chambertin Grand Cru,4.4,354
France,422503,Merlot,Chambertin Grand Cru,4.4,354
France,422503,Pinot Noir,Chambertin Grand Cru,4.4,354
États-Unis,204060,Cabernet Sauvignon,Cabernet Sauvignon,4.8,2941
États-Unis,204060,Chardonnay,Cabernet Sauvignon,4.8,2941
États-Unis,204060,Pinot Noir,Cabernet Sauvignon,4.8,2941
France,422503,Chardonnay,Le Montrachet Grand Cru,4.5,30
France,422503,Merlot,Le Montrachet Grand Cru,4.5,30
France,422503,Pinot Noir,Le Montrachet Grand Cru,4.5,30
Italie,274658,Chardonnay,Brunello di Montalcino Riserva Pian di Conte,4.3,1118
Italie,274658,Merlot,Brunello di Montalcino Riserva Pian di Conte,4.3,1118
Italie,274658,Sangiovese,Brunello di Montalcino Riserva Pian di Conte,4.3,1118
Italie,274658,Chardonnay,Colore Toscana,4.4,1415
Italie,274658,Merlot,Colore Toscana,4.4,1415
Italie,274658,Sangiovese,Colore Toscana,4.4,1415
Espagne,102662,Cabernet Sauvignon,Pedrouzos Godello,4.5,109
Espagne,102662,Tempranillo,Pedrouzos Godello,4.5,109
Espagne,102662,Garnacha,Pedrouzos Godello,4.5,109
Italie,274658,Chardonnay,Cerretta Barolo Riserva (Vigna Bricco),4.5,2065
Italie,274658,Merlot,Cerretta Barolo Riserva (Vigna Bricco),4.5,2065
Italie,274658,Sangiovese,Cerretta Barolo Riserva (Vigna Bricco),4.5,2065
Italie,274658,Chardonnay,Magma,4.5,748
Italie,274658,Merlot,Magma,4.5,748
Italie,274658,Sangiovese,Magma,4.5,748
Afrique du Sud,30857,Shiraz/Syrah,Kevin Arnold Shiraz,4.2,6987
Afrique du Sud,30857,Cabernet Sauvignon,Kevin Arnold Shiraz,4.2,6987
Afrique du Sud,30857,Merlot,Kevin Arnold Shiraz,4.2,6987
Espagne,102662,Cabernet Sauvignon,La Faraona Bierzo (Corullón),4.6,423
Espagne,102662,Tempranillo,La Faraona Bierzo (Corullón),4.6,423
Espagne,102662,Garnacha,La Faraona Bierzo (Corullón),4.6,423
Espagne,102662,Cabernet Sauvignon,Reserva Particular de Recaredo Gran Reserva Brut Nature,4.4,923
Espagne,102662,Tempranillo,Reserva Particular de Recaredo Gran Reserva Brut Nature,4.4,923
Espagne,102662,Garnacha,Reserva Particular de Recaredo Gran Reserva Brut Nature,4.4,923
Allemagne,164533,Riesling,Scharzhofberger Riesling Auslese,4.6,1666
Allemagne,164533,Spätburgunder,Scharzhofberger Riesling Auslese,4.6,1666
Allemagne,164533,Weissburgunder,Scharzhofberger Riesling Auslese,4.6,1666
Italie,274658,Chardonnay,Vigneto Bellavista Chianti Classico,4.4,1402
Italie,274658,Merlot,Vigneto Bellavista Chianti Classico,4.4,1402
Italie,274658,Sangiovese,Vigneto Bellavista Chianti Classico,4.4,1402
Italie,274658,Chardonnay,Barrosu Cannonau di Sardegna Riserva Franzisca,4.4,794
Italie,274658,Merlot,Barrosu Cannonau di Sardegna Riserva Franzisca,4.4,794
Italie,274658,Sangiovese,Barrosu Cannonau di Sardegna Riserva Franzisca,4.4,794
Espagne,102662,Cabernet Sauvignon,Son Negre,4.5,521
Espagne,102662,Tempranillo,Son Negre,4.5,521
Espagne,102662,Garnacha,Son Negre,4.5,521
Italie,274658,Chardonnay,Guglielmi di Jago Amarone della Valpolicella Classico,4.4,408
Italie,274658,Merlot,Guglielmi di Jago Amarone della Valpolicella Classico,4.4,408
Italie,274658,Sangiovese,Guglielmi di Jago Amarone della Valpolicella Classico,4.4,408
États-Unis,204060,Cabernet Sauvignon,Merlot,4.4,1922
États-Unis,204060,Chardonnay,Merlot,4.4,1922
États-Unis,204060,Pinot Noir,Merlot,4.4,1922
France,422503,Chardonnay,Grand Vin Pauillac (Premier Grand Cru Classé),4.6,38521
France,422503,Merlot,Grand Vin Pauillac (Premier Grand Cru Classé),4.6,38521
France,422503,Pinot Noir,Grand Vin Pauillac (Premier Grand Cru Classé),4.6,38521
Italie,274658,Chardonnay,Es Riserva,4.5,371
Italie,274658,Merlot,Es Riserva,4.5,371
Italie,274658,Sangiovese,Es Riserva,4.5,371
Italie,274658,Chardonnay,Il Ritrovo,4.4,363
Italie,274658,Merlot,Il Ritrovo,4.4,363
Italie,274658,Sangiovese,Il Ritrovo,4.4,363
Italie,274658,Chardonnay,Il Pino di Biserno,4.3,17566
Italie,274658,Merlot,Il Pino di Biserno,4.3,17566
Italie,274658,Sangiovese,Il Pino di Biserno,4.3,17566
États-Unis,204060,Cabernet Sauvignon,Howell Mountain Cabernet Sauvignon,4.5,6466
États-Unis,204060,Chardonnay,Howell Mountain Cabernet Sauvignon,4.5,6466
États-Unis,204060,Pinot Noir,Howell Mountain Cabernet Sauvignon,4.5,6466
Italie,274658,Chardonnay,Brunello di Montalcino Riserva,4.4,437
Italie,274658,Merlot,Brunello di Montalcino Riserva,4.4,437
Italie,274658,Sangiovese,Brunello di Montalcino Riserva,4.4,437
Italie,274658,Chardonnay,Il San Lorenzo Bianco,4.5,673
Italie,274658,Merlot,Il San Lorenzo Bianco,4.5,673
Italie,274658,Sangiovese,Il San Lorenzo Bianco,4.5,673
Italie,274658,Chardonnay,Riserva Nova Domus Terlaner,4.3,5250
Italie,274658,Merlot,Riserva Nova Domus Terlaner,4.3,5250
Italie,274658,Sangiovese,Riserva Nova Domus Terlaner,4.3,5250
France,422503,Chardonnay,Pauillac (Premier Grand Cru Classé),4.6,73615
France,422503,Merlot,Pauillac (Premier Grand Cru Classé),4.6,73615
France,422503,Pinot Noir,Pauillac (Premier Grand Cru Classé),4.6,73615
France,422503,Chardonnay,Chassagne-Montrachet,4.3,3269
France,422503,Merlot,Chassagne-Montrachet,4.3,3269
France,422503,Pinot Noir,Chassagne-Montrachet,4.3,3269
France,422503,Chardonnay,Chevalier-Montrachet Grand Cru Les Demoiselles,4.4,532
France,422503,Merlot,Chevalier-Montrachet Grand Cru Les Demoiselles,4.4,532
France,422503,Pinot Noir,Chevalier-Montrachet Grand Cru Les Demoiselles,4.4,532
Italie,274658,Chardonnay,Linticlarus Lagrein Riserva,4.2,1387
Italie,274658,Merlot,Linticlarus Lagrein Riserva,4.2,1387
Italie,274658,Sangiovese,Linticlarus Lagrein Riserva,4.2,1387
France,422503,Chardonnay,Sir Winston Churchill Brut Champagne,4.6,12873
France,422503,Merlot,Sir Winston Churchill Brut Champagne,4.6,12873
France,422503,Pinot Noir,Sir Winston Churchill Brut Champagne,4.6,12873
France,422503,Chardonnay,Chambertin-Clos-de-Beze Grand Cru,4.5,611
France,422503,Merlot,Chambertin-Clos-de-Beze Grand Cru,4.5,611
France,422503,Pinot Noir,Chambertin-Clos-de-Beze Grand Cru,4.5,611
Espagne,102662,Cabernet Sauvignon,El Carretil,4.5,748
Espagne,102662,Tempranillo,El Carretil,4.5,748
Espagne,102662,Garnacha,El Carretil,4.5,748
Italie,274658,Chardonnay,d'Alceo,4.4,3133
Italie,274658,Merlot,d'Alceo,4.4,3133
Italie,274658,Sangiovese,d'Alceo,4.4,3133
France,422503,Chardonnay,Cuvée Risleus Brut Champagne Premier Cru,4.4,415
France,422503,Merlot,Cuvée Risleus Brut Champagne Premier Cru,4.4,415
France,422503,Pinot Noir,Cuvée Risleus Brut Champagne Premier Cru,4.4,415
Australie,90954,Shiraz/Syrah,Chardonnay,4.4,201
Australie,90954,Cabernet Sauvignon,Chardonnay,4.4,201
Australie,90954,Chardonnay,Chardonnay,4.4,201
Argentine,36121,Cabernet Sauvignon,Nosotros Single Vineyard Nómade,4.6,9995
Argentine,36121,Chardonnay,Nosotros Single Vineyard Nómade,4.6,9995
Argentine,36121,Malbec,Nosotros Single Vineyard Nómade,4.6,9995
France,422503,Chardonnay,Chapelle-Chambertin Grand Cru,4.5,188
France,422503,Merlot,Chapelle-Chambertin Grand Cru,4.5,188
France,422503,Pinot Noir,Chapelle-Chambertin Grand Cru,4.5,188
France,422503,Chardonnay,Mazis-Chambertin Grand Cru,4.4,433
France,422503,Merlot,Mazis-Chambertin Grand Cru,4.4,433
France,422503,Pinot Noir,Mazis-Chambertin Grand Cru,4.4,433
Hongrie,16605,Cabernet Sauvignon,Tokaji Aszú 6 Puttonyos,4.4,439
Hongrie,16605,Merlot,Tokaji Aszú 6 Puttonyos,4.4,439
Hongrie,16605,Furmint,Tokaji Aszú 6 Puttonyos,4.4,439
France,422503,Chardonnay,Bonnes Mares Grand Cru,4.5,554
France,422503,Merlot,Bonnes Mares Grand Cru,4.5,554
France,422503,Pinot Noir,Bonnes Mares Grand Cru,4.5,554
France,422503,Chardonnay,Vieilles Vignes Mazis-Chambertin Grand Cru,4.5,218
France,422503,Merlot,Vieilles Vignes Mazis-Chambertin Grand Cru,4.5,218
France,422503,Pinot Noir,Vieilles Vignes Mazis-Chambertin Grand Cru,4.5,218
Italie,274658,Chardonnay,Kurni Marche,4.6,10261
Italie,274658,Merlot,Kurni Marche,4.6,10261
Italie,274658,Sangiovese,Kurni Marche,4.6,10261
France,422503,Chardonnay,Corton-Charlemagne Grand Cru,4.4,1045
