id,name,wine_id,ratings_average,ratings_count,year,price_euros,price_discounted_from,price_discount_percentage,bottle_volume_ml
1514116,Ca' del Bosco Cuvée Annamaria Clementi (Extra Brut) 2004,23130,4.5,478,2004,212.5,,,750
1515373,Vega Sicilia Unico 2012,77137,4.7,675,2012,410.0,450.0,8.89,750
1526922,Château Lafite Rothschild Carruades de Lafite Pauillac 1990,23793,4.6,294,1990,619.75,,,750
1527879,Krug Vintage 1996,79631,4.7,915,1996,1473.75,,,750
1527965,Pasetti Harimann Montepulciano d'Abruzzo 2001,88757,0.0,18,2001,58.75,,,750
1530622,Ferrari 'Giulio Ferrari' Riserva del Fondatore 2001,1256452,4.6,1038,2001,533.75,,,750
1543251,Borgogno Barolo Riserva 1982,1203557,4.6,561,1982,470.0,,,750
1554466,Laurent-Perrier Grand Siècle Champagne (Grande Cuvée),1238419,4.5,9824,N.V.,183.7,,,750
1561654,Gaja Barbaresco 2009,66104,4.6,777,2009,1046.25,,,1500
1562747,Ornellaia Bolgheri Superiore 2009,22447,4.6,2633,2009,470.0,,,750
1563708,Château Coutet Cuvée Madame Barsac 1989,100694,0.0,10,1989,393.5,,,750
1567509,Avignonesi Vin Santo di Montepulciano 1989,1213,0.0,8,1989,331.25,,,375
1573062,Castello di Ama L'Apparita 2010,89900,4.5,256,2010,397.5,,,750
1575352,Château Tertre Roteboeuf Saint-Émilion Grand Cru 1998,1172486,4.5,182,1998,470.0,,,750
1578220,Domaine des Lambrays Clos des Lambrays Grand Cru 2010,84732,4.5,294,2010,832.5,,,750
1582946,Tenuta San Guido Sassicaia 1979,5078,4.7,109,1979,1173.75,,,750
1583075,Gaja Sorì San Lorenzo 2003,66144,4.7,141,2003,597.5,,,750
1595758,Château Trotanoy Pomerol 2009,1098770,4.5,225,2009,618.75,,,750
1597812,La Grange des Pères Vin de Pays de l'Hérault 2011,779852,4.6,863,2011,683.75,,,750
1598333,Biondi-Santi Brunello di Montalcino Riserva 1988,82698,4.7,39,1988,1046.25,,,750
1599557,Château Lafite Rothschild Pauillac (Premier Grand Cru Classé) 2010,3908,4.5,711,2010,1381.48,,,750
1602232,Château Rayas Châteauneuf-du-Pape 2001,87552,4.7,697,2001,3395.0,,,750
1614876,Gaja Sperss Barolo 1995,66194,4.6,211,1995,491.25,,,750
1615144,Domaine de La Romanée-Conti Romanée-Saint-Vivant Grand Cru (Marey-Monge) 1999,83920,4.7,183,1999,10217.5,,,750
1643643,Avignonesi Vin Santo di Montepulciano 1994,1213,0.0,11,1994,287.5,,,375
1655958,Giacomo Conterno Barolo Cascina Francia 2010,82203,4.5,183,2010,747.5,,,750
1660178,Château Rayas Châteauneuf-du-Pape 2000,87552,4.6,476,2000,3266.25,,,750
1661353,Krug Collection 1989,79633,4.7,184,1989,2241.25,,,750
1661422,Ornellaia Bolgheri Superiore 2011,22447,4.6,3168,2011,491.25,,,750
1677016,Ornellaia Bolgheri Superiore 2002,22447,4.6,769,2002,360.0,,,750
1680620,Dugat-Py Charmes-Chambertin Grand Cru 2006,86666,4.6,28,2006,1025.0,,,750
1682066,Dom Pérignon Brut Champagne 2004,86684,4.6,14650,2004,460.0,,,750
1682257,Opus One Opus One 2012,1911534,4.6,7035,2012,455.17,,,750
1682343,Louis Roederer Cristal Brut Champagne (Millésimé) 2009,74304,4.6,5816,2009,482.5,,,750
1685567,Le Macchiole Messorio 2009,16418,4.5,355,2009,420.0,,,750
1687137,Chateau Palmer Grand Vin de Château Palmer (Grand Cru Classé) 2012,9220,4.5,622,2012,450.0,,,750
1687138,Chateau Palmer Grand Vin de Château Palmer (Grand Cru Classé) 2010,9220,4.6,699,2010,832.5,,,750
1687141,Chateau Palmer Grand Vin de Château Palmer (Grand Cru Classé) 2011,9220,4.5,577,2011,470.0,,,750
1687614,Ornellaia Bolgheri Superiore 1996,22447,4.6,521,1996,360.0,,,750
1688444,Antinori Tignanello 2012,1652,4.5,10470,2012,331.25,,,750
1688597,Krug Clos du Mesnil 2000,79635,4.8,333,2000,3096.25,,,750
1701407,Biondi-Santi Brunello di Montalcino Riserva 1999,82698,4.6,97,1999,825.0,,,750
1707247,Domaine de La Romanée-Conti Romanée-Saint-Vivant Grand Cru (Marey-Monge) 2006,83920,4.7,264,2006,8743.75,,,750
1709440,Pio Cesare Il Bricco Barbaresco 2010,22554,4.4,197,2010,202.5,,,750
1727006,Emidio Pepe Montepulciano d'Abruzzo 1983,13969,4.4,240,1983,385.5,,,750
1727448,Fontodi Flaccianello della Pieve 2010,22721,4.4,1398,2010,331.25,,,750
1727658,Massolino Barolo Riserva Vigna Rionda 2007,79963,4.4,278,2007,265.0,,,750
1738719,Château Rayas Châteauneuf-du-Pape 2005,87552,4.7,502,2005,3181.25,,,750
1739000,Vega Sicilia Unico Reserva Especial Edición 2009,77136,4.6,110,2009,644.95,,,750
1745465,Masi Campolongo di Torbe Amarone della Valpolicella Classico 2011,21938,4.5,766,2011,233.75,,,750
1745897,Château Ducru-Beaucaillou Saint-Julien (Grand Cru Classé) 2010,61744,4.6,718,2010,533.75,,,750
1746003,Leonetti Cabernet Sauvignon 2001,94912,0.0,24,2001,201.25,,,750
1749808,Louis Roederer Cristal Rosé Brut Champagne (Millésimé) 2012,74306,4.7,303,2012,961.25,,,750
1759474,Pétrus Pomerol 2007,1166837,4.7,755,2007,3800.0,,,750
1767856,Tua Rita Redigaffi Toscana 2010,75816,4.5,221,2010,705.0,,,750
1768167,Leonetti Cabernet Sauvignon 2003,94912,4.6,42,2003,201.25,,,750
1771355,Marchesi di Gresy Barbaresco Gaiun Martinenga 2005,82405,4.4,205,2005,246.25,,,750
1776981,Burmester Tordiz 40 Year Old Tawny Port,76388,4.6,474,N.V.,337.5,,,750
1780187,La Spinetta Vürsù Barolo Campè 2004,1160530,4.5,559,2004,232.5,,,750
1788493,Ceretto Barolo Prapò 2007,7134,4.4,237,2007,206.25,,,750
1791320,Quinta do Noval Vintage Port Nacional 2001,81431,4.8,52,2001,1152.5,,,750
1798403,Zenato Amarone della Valpolicella Classico Riserva (Sergio Zenato) 2009,1127704,4.4,1546,2009,483.75,,,750
1799986,Château Margaux Château Margaux (Premier Grand Cru Classé) 1960,1127795,4.5,25,1960,1173.75,,,750
1815720,Michel Fallon Ozanne Blanc de Blancs Brut Champagne Grand Cru 'Avize',1395198,4.5,484,N.V.,683.75,,,750
1826111,Ornellaia Bolgheri Superiore 1997,22447,4.6,761,1997,390.0,,,750
1830417,Roberto Voerzio Riserva vecchie viti dei Capalot e delle Brunate Barolo 2004,1364597,4.7,32,2004,940.0,,,1500
1835142,Château l'Évangile Pomerol 1999,1108737,4.5,267,1999,420.0,,,750
1835428,Louis Roederer Cristal Brut Champagne (Millésimé) 2012,74304,4.6,3435,2012,533.75,,,750
1840827,Ornellaia Bolgheri Superiore 1986,22447,4.6,35,1986,1173.75,,,1500
1845271,Vega Sicilia Unico 2013,77137,4.7,107,2013,445.0,,,750
1846001,Valentini Montepulciano d'Abruzzo 1995,1105697,4.6,56,1995,790.0,,,750
1848798,Château Lafite Rothschild Carruades de Lafite Pauillac 2010,23793,4.4,773,2010,729.3,,,750
1858157,Castello del Terriccio Lupicaia 2007,94816,4.4,241,2007,298.75,,,750
1862426,Château Angelus Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2001,10175,4.6,707,2001,832.5,,,750
1862550,Château Rayas Châteauneuf-du-Pape 2007,87552,4.7,761,2007,2967.5,,,750
1863862,Ceretto Barolo Brunate 2010,7135,4.5,122,2010,230.0,,,750
1867561,Biserno Lodovico 2008,1320744,4.7,236,2008,683.75,,,750
1867831,Tenuta San Guido Sassicaia 2013,5078,4.6,7103,2013,632.5,,,750
1874069,Gaja Sorì San Lorenzo 1981,66144,0.0,5,1981,705.0,,,750
1889890,Pétrus Pomerol 1990,1166837,4.8,1190,1990,6300.0,,,750
1890145,Ceretto Barolo Bricco Rocche 2009,7133,4.5,143,2009,297.5,,,750
1895632,Didier Dagueneau (Louis-Benjamin Dagueneau) Pur Sang 2006,1313331,4.5,54,2006,397.5,,,750
1897120,Gaja Costa Russi (Barbaresco) Langhe 1988,66114,4.6,32,1988,832.5,,,750
1902564,Château d'Yquem Sauternes 1967,1153863,4.8,330,1967,2455.0,,,750
1905168,Casanova di Neri Tenuta Nuova Brunello di Montalcino 2013,9712,4.5,2350,2013,122.0,,,750
1914452,Veuve Clicquot La Grande Dame Brut Rosé Champagne 1998,1384933,4.7,208,1998,566.25,,,750
1914467,Domaine Leflaive Chevalier-Montrachet Grand Cru 2000,84911,4.7,104,2000,2562.5,,,750
1917123,Mascarello Giuseppe e Figlio Barolo Riserva Monprivato Cà d'Morissio 2003,1146850,4.6,99,2003,832.5,,,750
1917806,Quintarelli Giuseppe Veneto Alzero Cabernet 2000,1194532,4.7,79,2000,1975.0,,,750
1919515,Ornellaia Bolgheri Superiore 1990,22447,4.5,241,1990,618.75,,,750
1921260,Teso La Monja Alabaster 2007,1379762,4.6,160,2007,136.25,,,750
1925116,Château Rayas Châteauneuf-du-Pape Réservé Blanc 2007,87554,4.6,106,2007,1281.25,,,750
1929286,Salon Le Mesnil Blanc de Blancs (Cuvée S) Brut Champagne 2002,1127349,4.7,1290,2002,3181.25,,,750
1932413,Egly-Ouriet Rosé Brut Champagne Grand Cru 'Ambonnay',1370760,4.4,1782,N.V.,121.0,,,750
1934445,Avignonesi Vin Santo di Montepulciano 1991,1213,0.0,9,1991,310.0,,,375
1936485,Armand de Brignac Brut Rosé Champagne,1441825,4.5,830,N.V.,429.0,500.0,14.2,750
1940863,Zenato Amarone della Valpolicella Classico Riserva (Sergio Zenato) 2012,1127704,4.6,722,2012,496.25,,,750
1941165,Pétrus Pomerol 2010,1166837,4.6,491,2010,5800.0,,,750
1944622,Valentini Montepulciano d'Abruzzo 2001,1105697,4.5,101,2001,491.6,,,750
