taste,keyword_count,wine,ratingAVG,ratingCOUNT
toast,12,Corton-Charlemagne Grand Cru,4.6,719
coffee,16,Cabernet Sauvignon,4.5,3087
coffee,16,Cabernet Sauvignon,4.5,3087
coffee,16,Brunello di Montalcino Riserva,4.6,1589
coffee,16,Brunello di Montalcino Riserva,4.6,1589
coffee,88,Saint-Émilion Grand Cru (Premier Grand Cru Classé),4.6,22896
toast,23,Saint-Émilion Grand Cru (Premier Grand Cru Classé),4.6,22896
coffee,88,Saint-Émilion Grand Cru (Premier Grand Cru Classé),4.6,22896
cream,28,Saint-Émilion Grand Cru (Premier Grand Cru Classé),4.6,22896
toast,23,Saint-Émilion Grand Cru (Premier Grand Cru Classé),4.6,22896
toast,31,Cuvée des Enchanteleurs Brut Champagne,4.5,1732
coffee,14,Cuvée des Enchanteleurs Brut Champagne,4.5,1732
coffee,14,Cuvée des Enchanteleurs Brut Champagne,4.5,1732
cream,37,Cuvée des Enchanteleurs Brut Champagne,4.5,1732
toast,31,Cuvée des Enchanteleurs Brut Champagne,4.5,1732
green apple,11,Cuvée des Enchanteleurs Brut Champagne,4.5,1732
citrus,25,Cuvée des Enchanteleurs Brut Champagne,4.5,1732
coffee,22,L'Apparita,4.4,3836
coffee,22,L'Apparita,4.4,3836
citrus,33,Pessac-Léognan Blanc (Grand Cru Classé de Graves),4.5,1206
cream,13,Pessac-Léognan Blanc (Grand Cru Classé de Graves),4.5,1206
citrus,17,Bienvenues-Bâtard-Montrachet Grand Cru,4.5,480
coffee,37,Côte-Rôtie La Turque,4.6,4891
toast,13,Côte-Rôtie La Turque,4.6,4891
coffee,37,Côte-Rôtie La Turque,4.6,4891
cream,11,Côte-Rôtie La Turque,4.6,4891
toast,13,Côte-Rôtie La Turque,4.6,4891
coffee,39,Amarone della Valpolicella Classico,4.4,18720
coffee,39,Amarone della Valpolicella Classico,4.4,18720
cream,15,Amarone della Valpolicella Classico,4.4,18720
citrus,16,Montrachet Grand Cru,4.7,516
cream,14,Bâtard-Montrachet Grand Cru,4.6,1191
citrus,19,Bâtard-Montrachet Grand Cru,4.6,1191
coffee,25,Côte-Rôtie La Mouline,4.6,4380
coffee,25,Côte-Rôtie La Mouline,4.6,4380
toast,713,Grande Cuvée,4.6,28513
coffee,50,Grande Cuvée,4.6,28513
coffee,50,Grande Cuvée,4.6,28513
cream,439,Grande Cuvée,4.6,28513
toast,713,Grande Cuvée,4.6,28513
citrus,916,Grande Cuvée,4.6,28513
green apple,304,Grande Cuvée,4.6,28513
toast,2165,Brut Champagne,4.6,146377
coffee,145,Brut Champagne,4.6,146377
cream,1564,Brut Champagne,4.6,146377
toast,2165,Brut Champagne,4.6,146377
coffee,145,Brut Champagne,4.6,146377
green apple,893,Brut Champagne,4.6,146377
citrus,2596,Brut Champagne,4.6,146377
coffee,173,Cabernet Sauvignon,4.6,157944
toast,78,Cabernet Sauvignon,4.6,157944
coffee,173,Cabernet Sauvignon,4.6,157944
cream,252,Cabernet Sauvignon,4.6,157944
toast,78,Cabernet Sauvignon,4.6,157944
citrus,11,Cabernet Sauvignon,4.6,157944
coffee,271,Tignanello,4.5,142513
toast,61,Tignanello,4.5,142513
coffee,271,Tignanello,4.5,142513
cream,96,Tignanello,4.5,142513
toast,61,Tignanello,4.5,142513
citrus,15,Tignanello,4.5,142513
toast,163,R.D Extra Brut Champagne (Récemment Dégorgé),4.6,7737
coffee,17,R.D Extra Brut Champagne (Récemment Dégorgé),4.6,7737
coffee,17,R.D Extra Brut Champagne (Récemment Dégorgé),4.6,7737
cream,157,R.D Extra Brut Champagne (Récemment Dégorgé),4.6,7737
toast,163,R.D Extra Brut Champagne (Récemment Dégorgé),4.6,7737
green apple,34,R.D Extra Brut Champagne (Récemment Dégorgé),4.6,7737
citrus,149,R.D Extra Brut Champagne (Récemment Dégorgé),4.6,7737
coffee,69,Saint-Émilion Grand Cru,4.6,5390
coffee,69,Saint-Émilion Grand Cru,4.6,5390
cream,15,Saint-Émilion Grand Cru,4.6,5390
coffee,15,Veneto Rosso del Bepi,4.6,3747
coffee,15,Veneto Rosso del Bepi,4.6,3747
toast,65,Rosé,4.6,3605
cream,56,Rosé,4.6,3605
toast,65,Rosé,4.6,3605
citrus,43,Rosé,4.6,3605
coffee,16,Cirsion Rioja,4.6,3474
coffee,16,Cirsion Rioja,4.6,3474
coffee,123,Almaviva,4.6,48075
toast,30,Almaviva,4.6,48075
coffee,123,Almaviva,4.6,48075
cream,41,Almaviva,4.6,48075
toast,30,Almaviva,4.6,48075
coffee,79,Flor de Pingus,4.5,32932
toast,26,Flor de Pingus,4.5,32932
coffee,79,Flor de Pingus,4.5,32932
cream,25,Flor de Pingus,4.5,32932
toast,26,Flor de Pingus,4.5,32932
coffee,78,Flaccianello della Pieve,4.5,21518
toast,25,Flaccianello della Pieve,4.5,21518
coffee,78,Flaccianello della Pieve,4.5,21518
cream,22,Flaccianello della Pieve,4.5,21518
toast,25,Flaccianello della Pieve,4.5,21518
toast,282,Sir Winston Churchill Brut Champagne,4.6,12873
coffee,13,Sir Winston Churchill Brut Champagne,4.6,12873
coffee,13,Sir Winston Churchill Brut Champagne,4.6,12873
cream,290,Sir Winston Churchill Brut Champagne,4.6,12873
toast,282,Sir Winston Churchill Brut Champagne,4.6,12873
green apple,127,Sir Winston Churchill Brut Champagne,4.6,12873
citrus,408,Sir Winston Churchill Brut Champagne,4.6,12873
coffee,147,Pauillac (Grand Cru Classé),4.4,55808
toast,43,Pauillac (Grand Cru Classé),4.4,55808
coffee,147,Pauillac (Grand Cru Classé),4.4,55808
cream,49,Pauillac (Grand Cru Classé),4.4,55808
toast,43,Pauillac (Grand Cru Classé),4.4,55808
coffee,76,Clos Apalta,4.6,23256
toast,13,Clos Apalta,4.6,23256
coffee,76,Clos Apalta,4.6,23256
cream,36,Clos Apalta,4.6,23256
toast,13,Clos Apalta,4.6,23256
coffee,39,Lupi Rezerva,4.5,7604
coffee,39,Lupi Rezerva,4.5,7604
coffee,41,Cabernet Sauvignon (Signature),4.6,13730
coffee,41,Cabernet Sauvignon (Signature),4.6,13730
cream,17,Cabernet Sauvignon (Signature),4.6,13730
coffee,60,Castillo Ygay Gran Reserva Especial Tinto,4.5,23170
toast,34,Castillo Ygay Gran Reserva Especial Tinto,4.5,23170
coffee,60,Castillo Ygay Gran Reserva Especial Tinto,4.5,23170
cream,71,Castillo Ygay Gran Reserva Especial Tinto,4.5,23170
toast,34,Castillo Ygay Gran Reserva Especial Tinto,4.5,23170
coffee,36,Amarone della Valpolicella Classico Riserva (Sergio Zenato),4.5,9963
coffee,36,Amarone della Valpolicella Classico Riserva (Sergio Zenato),4.5,9963
cream,12,Amarone della Valpolicella Classico Riserva (Sergio Zenato),4.5,9963
coffee,102,Saint-Julien (Grand Cru Classé),4.4,29317
toast,32,Saint-Julien (Grand Cru Classé),4.4,29317
coffee,102,Saint-Julien (Grand Cru Classé),4.4,29317
cream,26,Saint-Julien (Grand Cru Classé),4.4,29317
toast,32,Saint-Julien (Grand Cru Classé),4.4,29317
coffee,14,Finca Altamira Malbec,4.5,8093
coffee,14,Finca Altamira Malbec,4.5,8093
cream,13,Finca Altamira Malbec,4.5,8093
toast,107,Brut Rosé Champagne,4.6,13747
cream,141,Brut Rosé Champagne,4.6,13747
toast,107,Brut Rosé Champagne,4.6,13747
citrus,79,Brut Rosé Champagne,4.6,13747
coffee,36,Pomerol,4.5,12214
coffee,36,Pomerol,4.5,12214
cream,21,Pomerol,4.5,12214
coffee,32,Barolo Riserva,4.3,12663
coffee,32,Barolo Riserva,4.3,12663
coffee,40,Brunello di Montalcino,4.5,27452
coffee,40,Brunello di Montalcino,4.5,27452
cream,11,Brunello di Montalcino,4.5,27452
coffee,24,Redigaffi Toscana,4.5,5212
toast,11,Redigaffi Toscana,4.5,5212
coffee,24,Redigaffi Toscana,4.5,5212
cream,13,Redigaffi Toscana,4.5,5212
toast,11,Redigaffi Toscana,4.5,5212
coffee,12,Hommage à Jacques Perrin Châteauneuf-du-Pape,4.5,6121
coffee,12,Hommage à Jacques Perrin Châteauneuf-du-Pape,4.5,6121
toast,226,Dom Ruinart Blanc de Blancs Brut Champagne,4.5,18466
coffee,22,Dom Ruinart Blanc de Blancs Brut Champagne,4.5,18466
cream,165,Dom Ruinart Blanc de Blancs Brut Champagne,4.5,18466
toast,226,Dom Ruinart Blanc de Blancs Brut Champagne,4.5,18466
coffee,22,Dom Ruinart Blanc de Blancs Brut Champagne,4.5,18466
green apple,86,Dom Ruinart Blanc de Blancs Brut Champagne,4.5,18466
citrus,250,Dom Ruinart Blanc de Blancs Brut Champagne,4.5,18466
toast,95,Amour de Deutz Millésimé Brut Champagne,4.5,5532
cream,92,Amour de Deutz Millésimé Brut Champagne,4.5,5532
toast,95,Amour de Deutz Millésimé Brut Champagne,4.5,5532
citrus,89,Amour de Deutz Millésimé Brut Champagne,4.5,5532
green apple,25,Amour de Deutz Millésimé Brut Champagne,4.5,5532
coffee,45,Pomerol,4.3,11885
toast,23,Pomerol,4.3,11885
coffee,45,Pomerol,4.3,11885
cream,22,Pomerol,4.3,11885
toast,23,Pomerol,4.3,11885
coffee,13,Vürsù Barolo Campè,4.4,6260
coffee,13,Vürsù Barolo Campè,4.4,6260
coffee,107,Saint-Julien (Grand Cru Classé),4.4,28094
toast,29,Saint-Julien (Grand Cru Classé),4.4,28094
coffee,107,Saint-Julien (Grand Cru Classé),4.4,28094
cream,43,Saint-Julien (Grand Cru Classé),4.4,28094
toast,29,Saint-Julien (Grand Cru Classé),4.4,28094
cream,110,Corton-Charlemagne Grand Cru,4.4,5755
toast,43,Corton-Charlemagne Grand Cru,4.4,5755
toast,43,Corton-Charlemagne Grand Cru,4.4,5755
green apple,16,Corton-Charlemagne Grand Cru,4.4,5755
citrus,86,Corton-Charlemagne Grand Cru,4.4,5755
coffee,13,Red,4.6,3639
toast,12,Red,4.6,3639
coffee,13,Red,4.6,3639
toast,12,Red,4.6,3639
coffee,46,Pomerol,4.4,10374
toast,14,Pomerol,4.4,10374
coffee,46,Pomerol,4.4,10374
cream,26,Pomerol,4.4,10374
toast,14,Pomerol,4.4,10374
cream,53,Gaia & Rey Langhe,4.5,5909
toast,17,Gaia & Rey Langhe,4.5,5909
toast,17,Gaia & Rey Langhe,4.5,5909
green apple,20,Gaia & Rey Langhe,4.5,5909
citrus,69,Gaia & Rey Langhe,4.5,5909
coffee,44,Pomerol,4.4,7221
toast,14,Pomerol,4.4,7221
coffee,44,Pomerol,4.4,7221
cream,12,Pomerol,4.4,7221
toast,14,Pomerol,4.4,7221
cream,132,Corton-Charlemagne Grand Cru,4.4,10296
toast,57,Corton-Charlemagne Grand Cru,4.4,10296
citrus,254,Corton-Charlemagne Grand Cru,4.4,10296
green apple,48,Corton-Charlemagne Grand Cru,4.4,10296
toast,57,Corton-Charlemagne Grand Cru,4.4,10296
coffee,30,Georges De Latour Private Reserve Cabernet Sauvignon,4.4,12652
toast,23,Georges De Latour Private Reserve Cabernet Sauvignon,4.4,12652
coffee,30,Georges De Latour Private Reserve Cabernet Sauvignon,4.4,12652
cream,15,Georges De Latour Private Reserve Cabernet Sauvignon,4.4,12652
toast,23,Georges De Latour Private Reserve Cabernet Sauvignon,4.4,12652
coffee,62,Pomerol,4.5,9531
toast,16,Pomerol,4.5,9531
coffee,62,Pomerol,4.5,9531
cream,15,Pomerol,4.5,9531
toast,16,Pomerol,4.5,9531
cream,11,Carruades de Lafite Pauillac,4.4,13866
coffee,14,La Joie,4.6,2285
coffee,14,La Joie,4.6,2285
coffee,27,CASK 23 Cabernet Sauvignon,4.6,9464
coffee,27,CASK 23 Cabernet Sauvignon,4.6,9464
cream,11,CASK 23 Cabernet Sauvignon,4.6,9464
coffee,26,Bibbona,4.5,5981
toast,12,Bibbona,4.5,5981
coffee,26,Bibbona,4.5,5981
toast,12,Bibbona,4.5,5981
coffee,11,Douro Pintas Tinto,4.5,4167
coffee,11,Douro Pintas Tinto,4.5,4167
coffee,22,Howell Mountain Cabernet Sauvignon,4.5,6466
coffee,22,Howell Mountain Cabernet Sauvignon,4.5,6466
coffee,38,S.L.V. Cabernet Sauvignon,4.5,6560
coffee,38,S.L.V. Cabernet Sauvignon,4.5,6560
coffee,13,Boal Madeira,4.5,1023
coffee,13,Boal Madeira,4.5,1023
cream,21,Chassagne-Montrachet Premier Cru Morgeot Marquis de Laguiche ,4.5,1640
green apple,13,Chassagne-Montrachet Premier Cru Morgeot Marquis de Laguiche ,4.5,1640
citrus,27,Chassagne-Montrachet Premier Cru Morgeot Marquis de Laguiche ,4.5,1640
citrus,129,Vin de Constance (Natural Sweet),4.6,13210
coffee,13,Vin de Constance (Natural Sweet),4.6,13210
toast,18,Vin de Constance (Natural Sweet),4.6,13210
coffee,13,Vin de Constance (Natural Sweet),4.6,13210
cream,81,Vin de Constance (Natural Sweet),4.6,13210
toast,18,Vin de Constance (Natural Sweet),4.6,13210
coffee,25,Cabernet Sauvignon,4.6,5927
coffee,25,Cabernet Sauvignon,4.6,5927
cream,11,Cabernet Sauvignon,4.6,5927
coffee,11,Series M,4.4,2995
coffee,11,Series M,4.4,2995
citrus,58,Corton-Charlemagne Grand Cru,4.4,1913
cream,13,Corton-Charlemagne Grand Cru,4.4,1913
toast,16,Corton-Charlemagne Grand Cru,4.4,1913
green apple,14,Corton-Charlemagne Grand Cru,4.4,1913
toast,16,Corton-Charlemagne Grand Cru,4.4,1913
citrus,23,Tokaji Aszú 6 Puttonyos,4.6,2366
coffee,23,Rubicon,4.6,6421
coffee,23,Rubicon,4.6,6421
cream,12,Rubicon,4.6,6421
coffee,25,Series C,4.5,3027
coffee,25,Series C,4.5,3027
green apple,36,Clos Sainte Hune Riesling Alsace,4.5,4106
citrus,99,Clos Sainte Hune Riesling Alsace,4.5,4106
cream,13,Clos Sainte Hune Riesling Alsace,4.5,4106
coffee,14,Toscana Rosso,4.5,2799
coffee,14,Toscana Rosso,4.5,2799
cream,18,Amour de Deutz Millesimé Rosé Brut Champagne,4.5,536
citrus,13,Amour de Deutz Millesimé Rosé Brut Champagne,4.5,536
coffee,20,Unico Reserva Especial Edición,4.7,13025
coffee,20,Unico Reserva Especial Edición,4.7,13025
cream,11,Unico Reserva Especial Edición,4.7,13025
citrus,11,Châteauneuf-du-Pape Réservé Blanc,4.4,668
citrus,14,Scharzhofberger Riesling Auslese,4.6,1666
cream,13,Scharzhofberger Riesling Auslese,4.6,1666
coffee,26,Côte-Rôtie La Landonne,4.6,4068
coffee,26,Côte-Rôtie La Landonne,4.6,4068
coffee,18,L'Hermitage,4.6,8592
coffee,18,L'Hermitage,4.6,8592
citrus,25,Corton-Charlemagne Grand Cru,4.4,1045
coffee,13,Pomerol,4.3,3870
coffee,13,Pomerol,4.3,3870
coffee,13,Saint-Emilion Grand Cru (Premier Grand Cru Classé),4.4,1986
coffee,13,Saint-Emilion Grand Cru (Premier Grand Cru Classé),4.4,1986
coffee,25,Pomerol,4.4,3509
coffee,25,Pomerol,4.4,3509
cream,13,Corton-Charlemagne Grand Cru,4.4,1007
citrus,24,Corton-Charlemagne Grand Cru,4.4,1007
coffee,30,Saint-Émilion Grand Cru,4.4,2829
coffee,30,Saint-Émilion Grand Cru,4.4,2829
cream,11,Saint-Émilion Grand Cru,4.4,2829
coffee,11,Trasnocho,4.5,3399
coffee,11,Trasnocho,4.5,3399
coffee,15,Vin Santo di Montepulciano Occhio di Pernice,4.4,1867
