taste,keyword_count,wine,ratingAVG,ratingCOUNT
coffee,15,Vin Santo di Montepulciano Occhio di Pernice,4.4,1867
coffee,19,Campo del Titari Amarone della Valpolicella Classico Riserva,4.6,2946
coffee,19,Campo del Titari Amarone della Valpolicella Classico Riserva,4.6,2946
cream,29,Blanc,4.3,2053
citrus,25,Blanc,4.3,2053
coffee,117,Tenuta Guado al Tasso Bolgheri Superiore,4.5,33392
toast,22,Tenuta Guado al Tasso Bolgheri Superiore,4.5,33392
coffee,117,Tenuta Guado al Tasso Bolgheri Superiore,4.5,33392
cream,28,Tenuta Guado al Tasso Bolgheri Superiore,4.5,33392
toast,22,Tenuta Guado al Tasso Bolgheri Superiore,4.5,33392
coffee,136,60 Sessantanni Old Vines Primitivo di Manduria,4.5,94289
toast,11,60 Sessantanni Old Vines Primitivo di Manduria,4.5,94289
coffee,136,60 Sessantanni Old Vines Primitivo di Manduria,4.5,94289
cream,27,60 Sessantanni Old Vines Primitivo di Manduria,4.5,94289
toast,11,60 Sessantanni Old Vines Primitivo di Manduria,4.5,94289
coffee,34,Overture,4.5,16804
coffee,34,Overture,4.5,16804
cream,12,Overture,4.5,16804
coffee,36,Valpolicella Classico Superiore,4.5,12262
coffee,36,Valpolicella Classico Superiore,4.5,12262
cream,12,Valpolicella Classico Superiore,4.5,12262
toast,212,Grand Siècle Champagne (Grande Cuvée),4.5,9824
cream,169,Grand Siècle Champagne (Grande Cuvée),4.5,9824
toast,212,Grand Siècle Champagne (Grande Cuvée),4.5,9824
green apple,136,Grand Siècle Champagne (Grande Cuvée),4.5,9824
citrus,296,Grand Siècle Champagne (Grande Cuvée),4.5,9824
coffee,45,Limited Edition 10 Vendemmie,4.5,9453
coffee,45,Limited Edition 10 Vendemmie,4.5,9453
cream,15,Limited Edition 10 Vendemmie,4.5,9453
coffee,17,Amarone della Valpolicella Classico,4.5,6669
coffee,17,Amarone della Valpolicella Classico,4.5,6669
toast,53,Clos des Goisses Champagne,4.5,4662
green apple,24,Clos des Goisses Champagne,4.5,4662
cream,65,Clos des Goisses Champagne,4.5,4662
toast,53,Clos des Goisses Champagne,4.5,4662
citrus,78,Clos des Goisses Champagne,4.5,4662
coffee,24,Campolongo di Torbe Amarone della Valpolicella Classico,4.5,4392
coffee,24,Campolongo di Torbe Amarone della Valpolicella Classico,4.5,4392
coffee,61,Papillon,4.5,30682
toast,38,Papillon,4.5,30682
coffee,61,Papillon,4.5,30682
cream,29,Papillon,4.5,30682
toast,38,Papillon,4.5,30682
toast,525,La Grande Année Brut Champagne,4.5,24646
coffee,32,La Grande Année Brut Champagne,4.5,24646
coffee,32,La Grande Année Brut Champagne,4.5,24646
cream,425,La Grande Année Brut Champagne,4.5,24646
toast,525,La Grande Année Brut Champagne,4.5,24646
green apple,175,La Grande Année Brut Champagne,4.5,24646
citrus,454,La Grande Année Brut Champagne,4.5,24646
coffee,84,Alexander Valley Cabernet Sauvignon,4.4,46066
toast,31,Alexander Valley Cabernet Sauvignon,4.4,46066
coffee,84,Alexander Valley Cabernet Sauvignon,4.4,46066
cream,46,Alexander Valley Cabernet Sauvignon,4.4,46066
toast,31,Alexander Valley Cabernet Sauvignon,4.4,46066
cream,268,Castello della Sala Cervaro della Sala,4.4,30203
toast,78,Castello della Sala Cervaro della Sala,4.4,30203
toast,78,Castello della Sala Cervaro della Sala,4.4,30203
green apple,72,Castello della Sala Cervaro della Sala,4.4,30203
citrus,486,Castello della Sala Cervaro della Sala,4.4,30203
coffee,184,Toro,4.4,60705
toast,58,Toro,4.4,60705
coffee,184,Toro,4.4,60705
cream,60,Toro,4.4,60705
toast,58,Toro,4.4,60705
toast,244,La Grande Dame Brut Champagne,4.5,17474
coffee,16,La Grande Dame Brut Champagne,4.5,17474
coffee,16,La Grande Dame Brut Champagne,4.5,17474
green apple,111,La Grande Dame Brut Champagne,4.5,17474
cream,178,La Grande Dame Brut Champagne,4.5,17474
toast,244,La Grande Dame Brut Champagne,4.5,17474
citrus,326,La Grande Dame Brut Champagne,4.5,17474
coffee,18,The Armagh Shiraz,4.5,2472
coffee,18,The Armagh Shiraz,4.5,2472
cream,12,The Armagh Shiraz,4.5,2472
coffee,65,Tenuta Nuova Brunello di Montalcino,4.5,20934
coffee,65,Tenuta Nuova Brunello di Montalcino,4.5,20934
cream,22,Tenuta Nuova Brunello di Montalcino,4.5,20934
coffee,43,Tinto,4.4,65625
toast,21,Tinto,4.4,65625
coffee,43,Tinto,4.4,65625
cream,23,Tinto,4.4,65625
toast,21,Tinto,4.4,65625
cream,34,Coteau de Vernon Condrieu,4.5,2015
citrus,29,Coteau de Vernon Condrieu,4.5,2015
coffee,80,Cabernet Sauvignon,4.4,28544
toast,26,Cabernet Sauvignon,4.4,28544
coffee,80,Cabernet Sauvignon,4.4,28544
cream,51,Cabernet Sauvignon,4.4,28544
toast,26,Cabernet Sauvignon,4.4,28544
citrus,41,Chablis Grand Cru 'Valmur',4.5,1653
cream,15,Chablis Grand Cru 'Valmur',4.5,1653
green apple,11,Chablis Grand Cru 'Valmur',4.5,1653
coffee,14,Brunello di Montalcino,4.3,8875
coffee,14,Brunello di Montalcino,4.3,8875
coffee,32,Isosceles,4.5,18920
toast,20,Isosceles,4.5,18920
coffee,32,Isosceles,4.5,18920
cream,16,Isosceles,4.5,18920
toast,20,Isosceles,4.5,18920
coffee,13,50 & 50,4.4,9157
coffee,13,50 & 50,4.4,9157
coffee,61,Valpolicella Superiore Monte Lodoletta,4.5,13024
coffee,61,Valpolicella Superiore Monte Lodoletta,4.5,13024
cream,11,Valpolicella Superiore Monte Lodoletta,4.5,13024
coffee,32,Torre Muga,4.4,8767
toast,18,Torre Muga,4.4,8767
coffee,32,Torre Muga,4.4,8767
cream,18,Torre Muga,4.4,8767
toast,18,Torre Muga,4.4,8767
coffee,68,Aconcagua Valley,4.5,18482
toast,29,Aconcagua Valley,4.5,18482
coffee,68,Aconcagua Valley,4.5,18482
cream,31,Aconcagua Valley,4.5,18482
toast,29,Aconcagua Valley,4.5,18482
citrus,20,Bâtard-Montrachet Grand Cru,4.5,1182
cream,11,Bâtard-Montrachet Grand Cru,4.5,1182
coffee,157,Pauillac (Grand Cru Classé),4.4,37460
toast,42,Pauillac (Grand Cru Classé),4.4,37460
coffee,157,Pauillac (Grand Cru Classé),4.4,37460
cream,36,Pauillac (Grand Cru Classé),4.4,37460
toast,42,Pauillac (Grand Cru Classé),4.4,37460
toast,587,Comtes de Champagne Blanc de Blancs,4.5,27449
coffee,39,Comtes de Champagne Blanc de Blancs,4.5,27449
cream,589,Comtes de Champagne Blanc de Blancs,4.5,27449
toast,587,Comtes de Champagne Blanc de Blancs,4.5,27449
coffee,39,Comtes de Champagne Blanc de Blancs,4.5,27449
citrus,720,Comtes de Champagne Blanc de Blancs,4.5,27449
green apple,249,Comtes de Champagne Blanc de Blancs,4.5,27449
citrus,15,Champagne,4.5,1021
cream,17,Champagne,4.5,1021
coffee,23,Pedro Ximenez Tradición 20 Years Old Vos,4.5,954
coffee,23,Pedro Ximenez Tradición 20 Years Old Vos,4.5,954
coffee,60,Hermitage La Chapelle Rouge,4.3,15298
toast,18,Hermitage La Chapelle Rouge,4.3,15298
coffee,60,Hermitage La Chapelle Rouge,4.3,15298
cream,22,Hermitage La Chapelle Rouge,4.3,15298
toast,18,Hermitage La Chapelle Rouge,4.3,15298
coffee,17,Yarden Katzrin,4.5,894
coffee,17,Yarden Katzrin,4.5,894
coffee,57,Fusion V,4.4,12877
coffee,57,Fusion V,4.4,12877
citrus,86,Quarz Sauvignon,4.4,8884
green apple,24,Quarz Sauvignon,4.4,8884
cream,28,Quarz Sauvignon,4.4,8884
cream,13,Brut Rosé Champagne,4.5,830
coffee,40,One Point Five Cabernet Sauvignon,4.5,16341
coffee,40,One Point Five Cabernet Sauvignon,4.5,16341
cream,28,One Point Five Cabernet Sauvignon,4.5,16341
coffee,45,Malbec Argentino,4.4,47435
toast,14,Malbec Argentino,4.4,47435
coffee,45,Malbec Argentino,4.4,47435
cream,13,Malbec Argentino,4.4,47435
toast,14,Malbec Argentino,4.4,47435
coffee,25,Gran Reserva 890,4.5,11347
toast,26,Gran Reserva 890,4.5,11347
coffee,25,Gran Reserva 890,4.5,11347
cream,42,Gran Reserva 890,4.5,11347
toast,26,Gran Reserva 890,4.5,11347
coffee,18,Mazzano Amarone Della Valpolicella Classico,4.5,3276
coffee,18,Mazzano Amarone Della Valpolicella Classico,4.5,3276
citrus,15,Montrachet Grand Cru Blanc,4.5,700
coffee,17,Bramare Malbec Uco Valley,4.4,19752
coffee,17,Bramare Malbec Uco Valley,4.4,19752
coffee,18,Dalmau Rioja,4.4,7868
toast,15,Dalmau Rioja,4.4,7868
coffee,18,Dalmau Rioja,4.4,7868
cream,19,Dalmau Rioja,4.4,7868
toast,15,Dalmau Rioja,4.4,7868
coffee,105,Clio,4.5,24553
toast,22,Clio,4.5,24553
coffee,105,Clio,4.5,24553
cream,54,Clio,4.5,24553
toast,22,Clio,4.5,24553
cream,13,Il San Lorenzo Bianco,4.5,673
coffee,13,Altero Brunello di Montalcino,4.4,4620
coffee,13,Altero Brunello di Montalcino,4.4,4620
coffee,64,Mendoza,4.4,19849
coffee,64,Mendoza,4.4,19849
cream,23,Mendoza,4.4,19849
coffee,116,ARTEMIS Cabernet Sauvignon,4.4,81351
toast,60,ARTEMIS Cabernet Sauvignon,4.4,81351
coffee,116,ARTEMIS Cabernet Sauvignon,4.4,81351
cream,93,ARTEMIS Cabernet Sauvignon,4.4,81351
toast,60,ARTEMIS Cabernet Sauvignon,4.4,81351
citrus,46,Tokaji Aszú 5 Puttonyos,4.5,5449
toast,30,Tokaji Aszú 5 Puttonyos,4.5,5449
cream,19,Tokaji Aszú 5 Puttonyos,4.5,5449
toast,30,Tokaji Aszú 5 Puttonyos,4.5,5449
coffee,35,5 Stelle Sfursat,4.5,10740
coffee,35,5 Stelle Sfursat,4.5,10740
coffee,12,Vecchie Vigne Brunello di Montalcino,4.3,3868
coffee,12,Vecchie Vigne Brunello di Montalcino,4.3,3868
coffee,14,Lupicaia,4.4,4414
coffee,14,Lupicaia,4.4,4414
toast,40,Cuvée Annamaria Clementi (Extra Brut),4.5,7928
cream,65,Cuvée Annamaria Clementi (Extra Brut),4.5,7928
toast,40,Cuvée Annamaria Clementi (Extra Brut),4.5,7928
green apple,20,Cuvée Annamaria Clementi (Extra Brut),4.5,7928
citrus,35,Cuvée Annamaria Clementi (Extra Brut),4.5,7928
coffee,13,Pietro Dal Cero Amarone della Valpolicella,4.5,6424
coffee,13,Pietro Dal Cero Amarone della Valpolicella,4.5,6424
cream,15,Chloe Chardonnay,4.5,458
citrus,13,Chloe Chardonnay,4.5,458
coffee,33,FAY Cabernet Sauvignon,4.5,10840
coffee,33,FAY Cabernet Sauvignon,4.5,10840
cream,12,FAY Cabernet Sauvignon,4.5,10840
coffee,37,Galatrona,4.3,7971
coffee,37,Galatrona,4.3,7971
cream,19,Galatrona,4.3,7971
coffee,41,Macán,4.4,14368
coffee,41,Macán,4.4,14368
cream,14,Macán,4.4,14368
coffee,20,Barón de Chirel Rioja Reserva,4.4,8578
toast,16,Barón de Chirel Rioja Reserva,4.4,8578
coffee,20,Barón de Chirel Rioja Reserva,4.4,8578
toast,16,Barón de Chirel Rioja Reserva,4.4,8578
coffee,12,Barolo Bricco Rocche,4.4,2923
coffee,12,Barolo Bricco Rocche,4.4,2923
coffee,17,Vigne Vecchie Gold Series Leggenda Primitivo di Manduria,4.3,3121
coffee,17,Vigne Vecchie Gold Series Leggenda Primitivo di Manduria,4.3,3121
coffee,43,Nicolás Catena Zapata,4.4,28227
coffee,43,Nicolás Catena Zapata,4.4,28227
cream,24,Nicolás Catena Zapata,4.4,28227
coffee,36,Turriga Isola dei Nuraghi,4.4,14641
coffee,36,Turriga Isola dei Nuraghi,4.4,14641
coffee,185,Saint-Julien (Grand Cru Classé),4.3,33618
toast,54,Saint-Julien (Grand Cru Classé),4.3,33618
coffee,185,Saint-Julien (Grand Cru Classé),4.3,33618
cream,65,Saint-Julien (Grand Cru Classé),4.3,33618
toast,54,Saint-Julien (Grand Cru Classé),4.3,33618
coffee,18,Brunello di Montalcino,4.5,7883
coffee,18,Brunello di Montalcino,4.5,7883
coffee,12,Luce Brunello di Montalcino,4.5,6544
coffee,12,Luce Brunello di Montalcino,4.5,6544
citrus,41,Reserve Chardonnay,4.5,396
cream,17,Reserve Chardonnay,4.5,396
coffee,17,Pinotage,4.4,2063
toast,17,Pinotage,4.4,2063
coffee,17,Pinotage,4.4,2063
toast,17,Pinotage,4.4,2063
coffee,231,Cos d'Estournel,4.4,43704
toast,54,Cos d'Estournel,4.4,43704
coffee,231,Cos d'Estournel,4.4,43704
cream,62,Cos d'Estournel,4.4,43704
toast,54,Cos d'Estournel,4.4,43704
cream,30,Beaune 1er Cru 'Clos des Mouches' Blanc,4.4,3093
citrus,36,Beaune 1er Cru 'Clos des Mouches' Blanc,4.4,3093
coffee,18,Gran Enemigo,4.5,18739
coffee,18,Gran Enemigo,4.5,18739
coffee,19,Bric Dël Fiasc Barolo,4.3,4947
coffee,19,Bric Dël Fiasc Barolo,4.3,4947
citrus,185,Silex,4.5,8386
green apple,48,Silex,4.5,8386
cream,45,Silex,4.5,8386
toast,13,Silex,4.5,8386
toast,13,Silex,4.5,8386
citrus,31,Castello della Sala Muffato della Sala,4.3,6356
cream,11,Castello della Sala Muffato della Sala,4.3,6356
coffee,12,Kairos,4.4,7364
coffee,12,Kairos,4.4,7364
toast,11,VV 26 Blanc de Blancs Vieilles Vignes Grand Cru Brut,4.5,314
toast,11,VV 26 Blanc de Blancs Vieilles Vignes Grand Cru Brut,4.5,314
coffee,22,Pieve Santa Restituta Rennina Brunello di Montalcino,4.5,3393
coffee,22,Pieve Santa Restituta Rennina Brunello di Montalcino,4.5,3393
coffee,28,Clos des Lambrays Grand Cru,4.4,6431
coffee,28,Clos des Lambrays Grand Cru,4.4,6431
coffee,12,Colheita Port,4.2,8039
coffee,12,Colheita Port,4.2,8039
cream,16,Colheita Port,4.2,8039
citrus,57,Barsac (Premier Grand Cru Classé),4.4,6028
toast,19,Barsac (Premier Grand Cru Classé),4.4,6028
cream,65,Barsac (Premier Grand Cru Classé),4.4,6028
toast,19,Barsac (Premier Grand Cru Classé),4.4,6028
coffee,94,Saint-Estèphe (Grand Cru Classé),4.3,35624
toast,35,Saint-Estèphe (Grand Cru Classé),4.3,35624
coffee,94,Saint-Estèphe (Grand Cru Classé),4.3,35624
cream,39,Saint-Estèphe (Grand Cru Classé),4.3,35624
toast,35,Saint-Estèphe (Grand Cru Classé),4.3,35624
coffee,19,Brunello di Montalcino,4.5,4357
coffee,19,Brunello di Montalcino,4.5,4357
coffee,15,Reserve Pinotage,4.4,1891
coffee,15,Reserve Pinotage,4.4,1891
cream,13,Reserve Pinotage,4.4,1891
coffee,14,Brunello di Montalcino  Montosoli,4.4,6176
coffee,14,Brunello di Montalcino  Montosoli,4.4,6176
coffee,53,Monte Bello,4.5,11978
toast,15,Monte Bello,4.5,11978
coffee,53,Monte Bello,4.5,11978
cream,27,Monte Bello,4.5,11978
toast,15,Monte Bello,4.5,11978
coffee,192,Ribera del Duero,4.5,69278
toast,59,Ribera del Duero,4.5,69278
coffee,192,Ribera del Duero,4.5,69278
cream,73,Ribera del Duero,4.5,69278
toast,59,Ribera del Duero,4.5,69278
coffee,33,Brunello di Montalcino,4.4,9257
coffee,33,Brunello di Montalcino,4.4,9257
coffee,18,Pomerol,4.4,3377
coffee,18,Pomerol,4.4,3377
coffee,11,VIK,4.6,8493
coffee,11,VIK,4.6,8493
coffee,11,Le Désir,4.5,1694
coffee,11,Le Désir,4.5,1694
coffee,16,Barbaresco Rabajà,4.3,5469
coffee,16,Barbaresco Rabajà,4.3,5469
coffee,11,Ares,4.4,1995
coffee,11,Ares,4.4,1995
coffee,25,Calcarole Amarone della Valpolicella Classico,4.6,2757
coffee,25,Calcarole Amarone della Valpolicella Classico,4.6,2757
coffee,83,Saint-Émilion Grand Cru (Premier Grand Cru Classé),4.4,24916
toast,13,Saint-Émilion Grand Cru (Premier Grand Cru Classé),4.4,24916
coffee,83,Saint-Émilion Grand Cru (Premier Grand Cru Classé),4.4,24916
cream,26,Saint-Émilion Grand Cru (Premier Grand Cru Classé),4.4,24916
toast,13,Saint-Émilion Grand Cru (Premier Grand Cru Classé),4.4,24916
coffee,14,Percarlo,4.3,4808
coffee,14,Percarlo,4.3,4808
green apple,16,Toscana Bianco,4.5,833
citrus,20,Toscana Bianco,4.5,833
cream,12,Toscana Bianco,4.5,833
coffee,13,Ca’ del Merlo Rosso Veneto,4.5,2198
coffee,13,Ca’ del Merlo Rosso Veneto,4.5,2198
citrus,50,Les Clos Chablís Grand Cru,4.5,1750
cream,23,Les Clos Chablís Grand Cru,4.5,1750
green apple,11,Les Clos Chablís Grand Cru,4.5,1750
toast,14,Nosotros Single Vineyard Nómade,4.6,9995
toast,14,Nosotros Single Vineyard Nómade,4.6,9995
coffee,13,Conteisa Langhe,4.5,2295
coffee,13,Conteisa Langhe,4.5,2295
coffee,12,d'Alceo,4.4,3133
coffee,12,d'Alceo,4.4,3133
green apple,43,One Sixteen Chardonnay,4.4,1753
cream,17,One Sixteen Chardonnay,4.4,1753
toast,16,One Sixteen Chardonnay,4.4,1753
citrus,76,One Sixteen Chardonnay,4.4,1753
toast,16,One Sixteen Chardonnay,4.4,1753
toast,113,MV,4.5,4763
green apple,33,MV,4.5,4763
cream,109,MV,4.5,4763
toast,113,MV,4.5,4763
citrus,131,MV,4.5,4763
coffee,13,Red,4.6,4933
coffee,13,Red,4.6,4933
coffee,17,Vintage Port,4.5,2614
coffee,17,Vintage Port,4.5,2614
coffee,18,Barolo Le Vigne,4.3,5026
coffee,18,Barolo Le Vigne,4.3,5026
toast,30,N.P.U. Extra Brut Champagne (Nec Plus Ultra),4.5,1482
cream,19,N.P.U. Extra Brut Champagne (Nec Plus Ultra),4.5,1482
toast,30,N.P.U. Extra Brut Champagne (Nec Plus Ultra),4.5,1482
citrus,30,N.P.U. Extra Brut Champagne (Nec Plus Ultra),4.5,1482
coffee,20,Kurni Marche,4.6,10261
coffee,20,Kurni Marche,4.6,10261
coffee,34,Côtes de Bourg,4.4,8249
coffee,34,Côtes de Bourg,4.4,8249
cream,11,Côtes de Bourg,4.4,8249
coffee,16,Scrio,4.3,2322
coffee,16,Scrio,4.3,2322
cream,35,Chardonnay,4.4,1031
toast,13,Chardonnay,4.4,1031
citrus,56,Chardonnay,4.4,1031
toast,13,Chardonnay,4.4,1031
green apple,12,Chardonnay,4.4,1031
coffee,22,Pomerol,4.3,4641
coffee,22,Pomerol,4.3,4641
coffee,12,80 Vecchie Vigne Primitivo di Manduria Old Vines,4.4,2476
coffee,12,80 Vecchie Vigne Primitivo di Manduria Old Vines,4.4,2476
cream,12,Gorgona,4.4,592
toast,30,Serral del Vell Brut Nature,4.3,2418
cream,38,Serral del Vell Brut Nature,4.3,2418
toast,30,Serral del Vell Brut Nature,4.3,2418
citrus,28,Serral del Vell Brut Nature,4.3,2418
green apple,36,Scharzhofberger Riesling Kabinett,4.4,3047
citrus,72,Scharzhofberger Riesling Kabinett,4.4,3047
cream,16,Scharzhofberger Riesling Kabinett,4.4,3047
coffee,20,Malleolus de Sanchomartin,4.6,3655
coffee,20,Malleolus de Sanchomartin,4.6,3655
coffee,11,Duemani Cabernet Franc,4.4,2339
coffee,11,Duemani Cabernet Franc,4.4,2339
coffee,13,Ai Suma Barbera d'Asti,4.4,3012
coffee,13,Ai Suma Barbera d'Asti,4.4,3012
citrus,38,Scharzhofberger Riesling Spätlese,4.4,1564
citrus,44,Puligny-Montrachet Enseignères,4.3,941
cream,12,Puligny-Montrachet Enseignères,4.3,941
toast,11,Puligny-Montrachet Enseignères,4.3,941
toast,11,Puligny-Montrachet Enseignères,4.3,941
coffee,31,Solare Toscana,4.2,4961
coffee,31,Solare Toscana,4.2,4961
citrus,93,Pur Sang,4.3,3634
green apple,29,Pur Sang,4.3,3634
cream,23,Pur Sang,4.3,3634
coffee,12,Blueline Estate Cabernet Sauvignon,4.5,1321
coffee,12,Blueline Estate Cabernet Sauvignon,4.5,1321
citrus,25,Pessac-Léognan Blanc (Grand Cru Classé de Graves),4.3,1182
citrus,13,Meursault 1er Cru 'Les Genevrières',4.3,606
coffee,13,Tinto,4.4,2511
coffee,13,Tinto,4.4,2511
cream,14,Tinto,4.4,2511
coffee,11,Primitivo di Manduria,4.2,2011
coffee,11,Primitivo di Manduria,4.2,2011
citrus,33,Chevalier-Montrachet Grand Cru Blanc,4.4,1283
cream,32,Chevalier-Montrachet Grand Cru Blanc,4.4,1283
toast,13,Chevalier-Montrachet Grand Cru Blanc,4.4,1283
toast,13,Chevalier-Montrachet Grand Cru Blanc,4.4,1283
toast,13,Nuits-Saint-Georges 1er Cru Les Damodes,4.1,793
toast,13,Nuits-Saint-Georges 1er Cru Les Damodes,4.1,793
cream,378,Brut Cuvée Champagne Rosé,4.4,36681
toast,251,Brut Cuvée Champagne Rosé,4.4,36681
citrus,436,Brut Cuvée Champagne Rosé,4.4,36681
toast,251,Brut Cuvée Champagne Rosé,4.4,36681
green apple,66,Brut Cuvée Champagne Rosé,4.4,36681
citrus,441,Brut Rosé Champagne,4.4,23241
cream,364,Brut Rosé Champagne,4.4,23241
toast,190,Brut Rosé Champagne,4.4,23241
toast,190,Brut Rosé Champagne,4.4,23241
green apple,91,Brut Rosé Champagne,4.4,23241
cream,222,Brut Rosé Champagne,4.4,21147
toast,158,Brut Rosé Champagne,4.4,21147
citrus,242,Brut Rosé Champagne,4.4,21147
toast,158,Brut Rosé Champagne,4.4,21147
green apple,29,Brut Rosé Champagne,4.4,21147
coffee,16,Sauternes (Premier Grand Cru Classé),4.4,19239
toast,44,Sauternes (Premier Grand Cru Classé),4.4,19239
coffee,16,Sauternes (Premier Grand Cru Classé),4.4,19239
citrus,134,Sauternes (Premier Grand Cru Classé),4.4,19239
cream,126,Sauternes (Premier Grand Cru Classé),4.4,19239
toast,44,Sauternes (Premier Grand Cru Classé),4.4,19239
coffee,35,Pavillon Rouge du Château Margaux,4.4,16401
toast,13,Pavillon Rouge du Château Margaux,4.4,16401
coffee,35,Pavillon Rouge du Château Margaux,4.4,16401
cream,19,Pavillon Rouge du Château Margaux,4.4,16401
toast,13,Pavillon Rouge du Château Margaux,4.4,16401
coffee,62,Paleo Rosso,4.4,10940
coffee,62,Paleo Rosso,4.4,10940
cream,27,Paleo Rosso,4.4,10940
coffee,372,Costasera Amarone della Valpolicella Classico,4.3,93397
toast,34,Costasera Amarone della Valpolicella Classico,4.3,93397
coffee,372,Costasera Amarone della Valpolicella Classico,4.3,93397
cream,49,Costasera Amarone della Valpolicella Classico,4.3,93397
toast,34,Costasera Amarone della Valpolicella Classico,4.3,93397
coffee,18,Brunello di Montalcino,4.4,9171
coffee,18,Brunello di Montalcino,4.4,9171
coffee,35,Siepi,4.4,8129
toast,13,Siepi,4.4,8129
coffee,35,Siepi,4.4,8129
toast,13,Siepi,4.4,8129
coffee,42,Ribera del Duero Reserva,4.3,37394
toast,22,Ribera del Duero Reserva,4.3,37394
coffee,42,Ribera del Duero Reserva,4.3,37394
toast,22,Ribera del Duero Reserva,4.3,37394
toast,126,Blanc de Blancs Brut Champagne Grand Cru,4.4,5553
cream,118,Blanc de Blancs Brut Champagne Grand Cru,4.4,5553
toast,126,Blanc de Blancs Brut Champagne Grand Cru,4.4,5553
green apple,74,Blanc de Blancs Brut Champagne Grand Cru,4.4,5553
citrus,152,Blanc de Blancs Brut Champagne Grand Cru,4.4,5553
coffee,15,Lagrein Riserva Porphyr,4.4,5123
coffee,15,Lagrein Riserva Porphyr,4.4,5123
green apple,13,Beyond the Clouds,4.4,4760
cream,56,Beyond the Clouds,4.4,4760
citrus,22,Beyond the Clouds,4.4,4760
coffee,14,Saperavi,4.4,4745
coffee,14,Saperavi,4.4,4745
coffee,70,Pian delle Vigne Brunello di Montalcino,4.3,31363
toast,11,Pian delle Vigne Brunello di Montalcino,4.3,31363
coffee,70,Pian delle Vigne Brunello di Montalcino,4.3,31363
cream,26,Pian delle Vigne Brunello di Montalcino,4.3,31363
toast,11,Pian delle Vigne Brunello di Montalcino,4.3,31363
green apple,28,Brut Champagne (Gold),4.4,3874
toast,20,Brut Champagne (Gold),4.4,3874
citrus,74,Brut Champagne (Gold),4.4,3874
cream,54,Brut Champagne (Gold),4.4,3874
toast,20,Brut Champagne (Gold),4.4,3874
coffee,14,Chateau Buena Vista Cabernet Sauvignon Napa Valley,4.3,13415
coffee,14,Chateau Buena Vista Cabernet Sauvignon Napa Valley,4.3,13415
coffee,15,Saint-Émilion Grand Cru (Grand Cru Classé),4.4,3498
coffee,15,Saint-Émilion Grand Cru (Grand Cru Classé),4.4,3498
coffee,88,Amarone della Valpolicella Classico,4.4,48329
toast,14,Amarone della Valpolicella Classico,4.4,48329
coffee,88,Amarone della Valpolicella Classico,4.4,48329
cream,28,Amarone della Valpolicella Classico,4.4,48329
toast,14,Amarone della Valpolicella Classico,4.4,48329
citrus,63,Guerriero del Mare,4.4,3290
cream,17,Guerriero del Mare,4.4,3290
coffee,47,Brunello di Montalcino,4.4,25989
toast,14,Brunello di Montalcino,4.4,25989
coffee,47,Brunello di Montalcino,4.4,25989
toast,14,Brunello di Montalcino,4.4,25989
citrus,11,Brunello di Montalcino,4.4,25989
coffee,19,Amarone della Valpolicella,4.4,2680
coffee,19,Amarone della Valpolicella,4.4,2680
cream,38,Vieilles Vignes Châteauneuf-du-Pape Blanc,4.4,2587
toast,11,Vieilles Vignes Châteauneuf-du-Pape Blanc,4.4,2587
toast,11,Vieilles Vignes Châteauneuf-du-Pape Blanc,4.4,2587
citrus,17,Vieilles Vignes Châteauneuf-du-Pape Blanc,4.4,2587
coffee,13,Malbec,4.2,33640
coffee,13,Malbec,4.2,33640
cream,35,Corton-Charlemagne Grand Cru Blanc,4.4,2453
toast,20,Corton-Charlemagne Grand Cru Blanc,4.4,2453
toast,20,Corton-Charlemagne Grand Cru Blanc,4.4,2453
citrus,47,Corton-Charlemagne Grand Cru Blanc,4.4,2453
green apple,19,Corton-Charlemagne Grand Cru Blanc,4.4,2453
coffee,92,Châteauneuf-du-Pape,4.4,38998
toast,41,Châteauneuf-du-Pape,4.4,38998
coffee,92,Châteauneuf-du-Pape,4.4,38998
cream,49,Châteauneuf-du-Pape,4.4,38998
toast,41,Châteauneuf-du-Pape,4.4,38998
citrus,11,Châteauneuf-du-Pape,4.4,38998
coffee,44,Pieve Santa Restituta Brunello di Montalcino,4.4,21867
toast,15,Pieve Santa Restituta Brunello di Montalcino,4.4,21867
coffee,44,Pieve Santa Restituta Brunello di Montalcino,4.4,21867
cream,15,Pieve Santa Restituta Brunello di Montalcino,4.4,21867
toast,15,Pieve Santa Restituta Brunello di Montalcino,4.4,21867
green apple,26,V.P Extra Brut Champagne Grand Cru 'Ambonnay',4.4,2079
toast,52,V.P Extra Brut Champagne Grand Cru 'Ambonnay',4.4,2079
cream,31,V.P Extra Brut Champagne Grand Cru 'Ambonnay',4.4,2079
toast,52,V.P Extra Brut Champagne Grand Cru 'Ambonnay',4.4,2079
citrus,63,V.P Extra Brut Champagne Grand Cru 'Ambonnay',4.4,2079
green apple,224,Belle Epoque Brut Champagne,4.5,20992
toast,239,Belle Epoque Brut Champagne,4.5,20992
coffee,14,Belle Epoque Brut Champagne,4.5,20992
citrus,423,Belle Epoque Brut Champagne,4.5,20992
cream,207,Belle Epoque Brut Champagne,4.5,20992
toast,239,Belle Epoque Brut Champagne,4.5,20992
coffee,14,Belle Epoque Brut Champagne,4.5,20992
coffee,12,Guerriero della Terra,4.4,10185
